#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
4707,Nondelay,0,2015-05-15 00:00:00,Bug,39,0,13,6,Critical,2,0,2,1,0,0,0,1,0.019867549668874173,0,9,78,50,184,392
4708,low,5,2015-05-15 00:00:00,Improvement,9,1,42,79,Major,5,0,2,1,0,0,0,1,0.009628610729023384,0,5,83,129,143,362
4709,Nondelay,0,2015-05-15 00:00:00,Bug,0,0,0,1,Major,2,0,1,1,0,0,0,1,0.5,1,2,85,175,251,396
4710,Nondelay,0,2015-05-15 00:00:00,Bug,39,0,11,3,Major,2,0,1,0,0,0,0,1,0.019867549668874173,1,7,98,53,242,381
4711,Nondelay,0,2015-05-15 00:00:00,Bug,39,0,0,1,Blocker,1,0,1,2,1,0,0,1,0.2857142857142857,0,8,76,197,272,232
4712,Nondelay,0,2015-05-15 00:00:00,Bug,0,0,13,6,Blocker,2,0,1,0,0,0,0,1,0.019867549668874173,0,9,93,186,294,360
4713,low,5,2015-05-15 00:00:00,Bug,6,2,25,79,Critical,5,0,2,1,0,0,0,1,0.019867549668874173,3,9,90,135,159,346
4714,medium,10,2015-05-15 00:00:00,Bug,8,0,25,2,Major,3,0,1,0,0,0,0,1,0.020833333333333332,0,8,86,32,92,134
4715,medium,13,2015-05-15 00:00:00,Bug,0,0,13,6,Critical,1,0,2,1,0,0,0,1,0.020833333333333332,0,6,81,32,92,134
4716,Nondelay,0,2015-05-15 00:00:00,Bug,39,1,0,0,Major,1,0,2,1,0,0,0,1,0,0,10,14,77,287,373
4717,Nondelay,0,2015-05-15 00:00:00,Bug,0,0,13,6,Critical,1,0,2,0,0,0,0,0,0.6923076923076923,0,9,82,183,48,327
4718,Nondelay,0,2015-05-15 00:00:00,Bug,39,0,2,0,Major,4,0,2,0,0,0,0,1,0.6666666666666666,0,9,53,165,287,62
4719,Nondelay,0,2015-05-15 00:00:00,Bug,0,0,2,0,Major,1,0,1,1,0,0,0,1,0,0,8,94,193,281,349
4720,Nondelay,0,2015-05-15 00:00:00,Bug,0,0,2,0,Major,1,0,1,1,0,0,0,0,0,0,3,20,120,271,347
4721,Nondelay,0,2015-05-15 00:00:00,Bug,0,0,100,1,Critical,1,0,1,1,0,0,0,1,0,0,1,21,184,239,338
4722,Nondelay,0,2015-05-15 00:00:00,Improvement,39,0,0,0,Major,1,0,1,1,0,0,0,1,0.2222222222222222,0,1,44,48,133,38
4723,high,79,2015-05-15 00:00:00,Bug,349,0,22,76,Blocker,2,5,0,0,0,0,0,1,0.47058823529411764,0,4,26,73,160,370
4724,Nondelay,0,2015-05-15 00:00:00,Bug,39,0,2,0,Critical,1,1,2,2,0,0,0,1,0,3,9,88,195,248,209
4725,Nondelay,0,2015-05-15 00:00:00,Bug,0,0,13,6,Blocker,0,0,2,1,1,0,0,1,0.6923076923076923,0,6,71,186,262,379
4726,Nondelay,0,2015-05-16 00:00:00,SubTask,0,0,0,2,Major,2,0,1,1,0,0,0,1,0.6666666666666666,2,10,46,146,243,236
4727,Nondelay,0,2015-05-16 00:00:00,Bug,39,0,11,5,Major,3,0,1,0,0,0,0,1,0.01935483870967742,0,4,92,136,68,41
4728,Nondelay,0,2015-05-16 00:00:00,Bug,39,1,28,5,Critical,5,0,1,0,0,0,0,1,0.01935483870967742,0,10,57,180,270,65
4729,Nondelay,0,2015-05-18 00:00:00,NewFeature,39,0,0,3,Blocker,1,0,1,0,0,0,0,1,0.75,0,9,82,183,48,197
4730,Nondelay,0,2015-05-18 00:00:00,Bug,0,0,0,0,Blocker,1,0,1,0,0,0,0,1,0,2,9,46,146,243,252
4731,medium,12,2015-05-18 00:00:00,Bug,14,0,5,3,Blocker,0,1,1,1,0,0,0,1,0,1,5,20,120,271,347
4732,low,7,2015-05-18 00:00:00,Bug,121,0,11,5,Critical,1,0,1,1,0,0,0,0,0.5,0,8,34,172,234,83
4733,Nondelay,0,2015-05-18 00:00:00,NewFeature,0,0,0,0,Blocker,1,0,2,0,0,0,0,0,0.6666666666666666,0,4,22,141,26,380
4734,Nondelay,0,2015-05-18 00:00:00,Improvement,39,0,13,5,Major,2,0,2,1,0,0,0,1,0.01910828025477707,0,2,36,178,108,374
4735,Nondelay,0,2015-05-18 00:00:00,Improvement,39,0,0,1,Major,1,0,2,2,0,0,0,0,0.6071428571428571,0,9,82,183,137,197
4736,Nondelay,0,2015-05-18 00:00:00,Bug,39,0,1,3,Critical,1,0,1,1,0,0,0,0,0,0,9,91,177,282,334
4737,Nondelay,0,2015-05-18 00:00:00,Bug,39,0,13,5,Critical,2,0,2,2,0,0,0,1,0,0,8,71,138,209,117
4738,Nondelay,0,2015-05-18 00:00:00,Bug,0,1,25,6,Blocker,6,0,2,1,0,0,0,1,0.009575923392612859,0,9,51,147,74,99
4739,Nondelay,0,2015-05-18 00:00:00,Bug,39,1,13,5,Major,2,0,2,2,0,0,0,2,0,0,3,91,120,276,397
4740,Nondelay,0,2015-05-18 00:00:00,Bug,39,0,13,5,Critical,2,0,2,2,0,0,0,1,0,0,9,79,88,208,314
4741,Nondelay,0,2015-05-18 00:00:00,Bug,39,0,20,2,Critical,0,0,1,1,0,0,0,1,0,0,2,15,50,288,395
4742,Nondelay,0,2015-05-18 00:00:00,Bug,0,0,0,0,Blocker,1,0,1,1,0,0,0,0,0.2809917355371901,0,7,72,148,235,164
4743,Nondelay,0,2015-05-18 00:00:00,Bug,39,0,0,1,Major,3,0,2,1,0,0,0,1,0.01910828025477707,0,9,71,135,281,400
4744,Nondelay,0,2015-05-18 00:00:00,Bug,0,0,0,1,Critical,3,0,2,1,0,0,0,1,0.01910828025477707,1,9,38,180,94,304
4745,Nondelay,0,2015-05-18 00:00:00,Bug,39,1,0,1,Critical,3,0,2,1,0,0,0,1,0.01910828025477707,0,9,17,180,11,304
4746,Nondelay,0,2015-05-18 00:00:00,Bug,0,0,13,5,Critical,2,0,2,1,0,0,0,1,0.01910828025477707,0,4,51,25,221,129
4747,Nondelay,0,2015-05-19 00:00:00,Improvement,0,0,0,2,Critical,1,0,1,0,0,0,0,1,0.6666666666666666,2,4,46,191,156,334
4748,Nondelay,0,2015-05-19 00:00:00,Bug,0,0,0,0,Major,1,0,2,0,0,0,0,0,0.3333333333333333,0,10,98,176,248,394
4749,Nondelay,0,2015-05-19 00:00:00,Bug,0,0,0,0,Critical,1,0,1,0,0,0,0,1,0,0,8,88,196,262,364
4750,Nondelay,0,2015-05-19 00:00:00,Bug,0,0,0,1,Major,1,0,1,0,0,0,0,1,0.3,0,5,55,165,295,150
4751,Nondelay,0,2015-05-19 00:00:00,Bug,39,0,22,7,Critical,2,0,2,2,0,0,0,1,0.7333333333333333,0,7,95,183,260,373
4752,Nondelay,0,2015-05-19 00:00:00,Bug,0,0,12,8,Critical,2,0,2,1,0,0,0,1,0.018518518518518517,0,9,82,50,260,373
4753,low,5,2015-05-19 00:00:00,Bug,121,2,22,7,Critical,5,0,2,3,0,0,0,1,0.018518518518518517,0,10,85,186,88,329
4754,Nondelay,0,2015-05-19 00:00:00,Bug,0,0,12,8,Blocker,2,0,2,1,0,0,0,1,0.018518518518518517,1,8,71,188,261,373
4755,Nondelay,0,2015-05-19 00:00:00,NewFeature,0,0,0,0,Major,1,0,1,0,0,0,0,0,0,0,2,42,131,5,216
4756,Nondelay,0,2015-05-19 00:00:00,Bug,0,0,11,4,Blocker,3,0,2,1,0,0,0,1,0.009562841530054645,0,1,82,183,141,373
4757,Nondelay,0,2015-05-19 00:00:00,Improvement,0,0,16,3,Major,1,0,2,3,0,0,0,1,0.2,0,6,72,157,258,243
4758,low,1,2015-05-20 00:00:00,Bug,121,0,0,1,Major,1,0,1,1,0,0,0,1,0.5,0,2,8,161,222,192
4759,Nondelay,0,2015-05-20 00:00:00,Bug,39,0,0,2,Major,3,0,2,2,1,0,0,1,0,0,10,41,191,110,270
4760,Nondelay,0,2015-05-20 00:00:00,Wish,0,0,0,0,Major,1,0,1,0,0,0,0,0,0.6,0,6,95,192,268,118
4761,Nondelay,0,2015-05-20 00:00:00,Bug,39,0,10,4,Blocker,3,0,2,2,0,0,0,1,0,0,10,57,65,15,398
4762,Nondelay,0,2015-05-20 00:00:00,Bug,39,0,14,3,Critical,3,0,2,2,0,0,0,1,0,0,10,59,135,159,384
4763,Nondelay,0,2015-05-20 00:00:00,Bug,39,0,0,1,Major,1,0,2,1,0,0,0,0,0,0,3,76,135,159,384
4764,Nondelay,0,2015-05-20 00:00:00,Bug,39,0,12,4,Blocker,2,0,2,2,0,0,0,1,0,0,9,82,175,46,197
4765,Nondelay,0,2015-05-20 00:00:00,Bug,39,0,0,0,Major,1,0,1,0,0,0,0,1,0.25,0,2,75,185,191,347
4766,Nondelay,0,2015-05-20 00:00:00,Bug,0,0,37,2,Critical,1,0,1,0,0,0,0,1,0.02,1,10,87,191,235,399
4767,Nondelay,0,2015-05-20 00:00:00,Bug,39,0,12,4,Major,2,1,2,1,1,0,0,1,0.009549795361527967,1,9,82,183,48,327
4768,Nondelay,0,2015-05-20 00:00:00,Patch,39,0,0,2,Blocker,4,1,1,1,0,0,0,1,0.5714285714285714,0,4,35,165,277,260
4769,low,8,2015-05-20 00:00:00,Bug,3,1,14,79,Blocker,10,0,2,1,0,0,0,1,0.02,0,10,100,188,259,264
4770,Nondelay,0,2015-05-20 00:00:00,Improvement,0,0,0,0,Critical,1,0,1,0,0,0,0,1,0.5,0,5,94,104,93,28
4771,low,1,2015-05-20 00:00:00,Improvement,121,0,0,0,Major,1,0,2,1,0,0,0,0,0.6666666666666666,0,10,19,191,258,349
4772,Nondelay,0,2015-05-20 00:00:00,Improvement,39,0,0,0,Major,0,0,1,2,0,0,0,0,0.7142857142857143,0,10,59,165,265,334
4773,Nondelay,0,2015-05-21 00:00:00,Bug,39,2,62,1,Critical,2,0,2,2,0,0,0,1,0.08,0,5,98,175,220,380
4774,Nondelay,0,2015-05-21 00:00:00,NewFeature,0,0,2,0,Major,0,0,1,0,0,0,0,1,0,0,6,78,146,250,275
4775,Nondelay,0,2015-05-21 00:00:00,Improvement,39,0,10,6,Major,1,0,2,2,0,0,0,1,0.08,0,9,87,190,247,252
4776,Nondelay,0,2015-05-21 00:00:00,Improvement,0,0,0,0,Major,1,0,1,1,0,0,0,1,0,1,9,53,85,170,300
4777,Nondelay,0,2015-05-21 00:00:00,Bug,0,0,11,6,Critical,1,0,2,2,0,0,0,1,0.08,0,9,82,188,241,89
4778,Nondelay,0,2015-05-21 00:00:00,Improvement,0,0,0,1,Major,1,0,2,0,0,0,0,0,0.5,0,2,46,146,146,178
4779,Nondelay,0,2015-05-21 00:00:00,Bug,0,0,33,2,Major,1,0,2,1,0,0,0,1,0,0,4,85,166,264,155
4780,Nondelay,0,2015-05-21 00:00:00,Improvement,0,0,2,0,Major,0,0,1,0,0,0,0,0,0.6486486486486487,0,9,46,146,243,72
4781,low,5,2015-05-21 00:00:00,Bug,0,0,33,79,Critical,3,0,2,1,0,0,0,1,0.019230769230769232,0,8,100,123,189,297
4782,Nondelay,0,2015-05-21 00:00:00,NewFeature,0,0,2,0,Critical,0,0,1,0,0,0,0,1,0,0,5,54,137,123,276
4783,Nondelay,0,2015-05-21 00:00:00,Improvement,0,0,2,0,Major,0,0,1,0,0,0,0,0,0.6486486486486487,0,9,46,146,243,72
4784,Nondelay,0,2015-05-21 00:00:00,Improvement,0,0,2,0,Major,0,0,1,0,0,0,0,0,0.6486486486486487,0,7,46,146,243,72
4785,Nondelay,0,2015-05-21 00:00:00,Improvement,0,0,2,0,Major,0,0,1,0,0,0,0,0,0.6486486486486487,0,9,46,146,243,72
4786,Nondelay,0,2015-05-21 00:00:00,NewFeature,0,0,0,0,Blocker,1,0,1,0,0,0,0,1,0.36363636363636365,0,7,40,173,281,349
4787,Nondelay,0,2015-05-21 00:00:00,Bug,39,0,5,0,Blocker,2,0,2,1,0,0,0,0,0.9090909090909091,0,8,75,165,230,338
4788,Nondelay,0,2015-05-21 00:00:00,NewFeature,0,0,0,0,Major,1,0,1,0,0,0,0,0,0,0,9,89,176,258,318
4789,Nondelay,0,2015-05-21 00:00:00,Bug,0,0,0,3,Blocker,2,0,1,1,0,0,0,1,0.6363636363636364,0,4,64,200,112,262
4790,Nondelay,0,2015-05-21 00:00:00,Bug,39,0,2,0,Major,1,0,2,2,0,0,0,0,0,0,1,83,146,299,316
4791,low,1,2015-05-21 00:00:00,Bug,2,0,0,79,Blocker,1,0,1,1,0,0,0,0,0.6363636363636364,0,8,70,117,233,125
4792,Nondelay,0,2015-05-21 00:00:00,Improvement,0,0,0,1,Major,1,0,1,1,0,0,0,1,0,0,6,73,195,295,309
4793,medium,19,2015-05-21 00:00:00,Bug,10,0,0,1,Major,1,0,1,0,0,0,0,1,0,0,10,36,163,238,67
4794,Nondelay,0,2015-05-21 00:00:00,Bug,39,1,11,6,Critical,1,0,2,1,0,0,0,2,0,0,9,91,39,196,214
4795,Nondelay,0,2015-05-21 00:00:00,Bug,39,1,22,4,Critical,5,0,2,2,0,0,0,1,0,0,5,94,38,101,308
4796,Nondelay,0,2015-05-21 00:00:00,Bug,0,0,0,1,Major,2,0,2,1,0,0,0,1,0.01818181818181818,0,9,82,188,35,373
4797,low,1,2015-05-21 00:00:00,Bug,0,0,33,79,Blocker,6,0,2,1,1,0,0,1,0.019230769230769232,1,7,86,173,124,298
4798,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,7,30,184,159,337
4799,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,1,12,104,253,288
4800,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,7,96,146,219,331
4801,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,1,83,183,285,338
4802,Nondelay,0,2015-05-22 00:00:00,Bug,39,0,0,1,Blocker,2,0,1,0,0,0,0,1,0.4,0,5,88,133,25,179
4803,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,1,94,193,213,198
4804,Nondelay,0,2015-05-22 00:00:00,Bug,39,0,0,1,Major,1,0,2,2,0,0,0,1,0,0,10,87,93,87,249
4805,Nondelay,0,2015-05-22 00:00:00,Bug,39,0,0,0,Major,1,0,1,2,0,0,0,1,0.3333333333333333,0,9,36,192,169,376
4806,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,1,96,121,278,66
4807,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,10,84,170,174,338
4808,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,9,30,135,159,242
4809,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,10,97,193,92,134
4810,Nondelay,0,2015-05-22 00:00:00,Bug,0,1,0,2,Major,1,0,1,0,0,0,0,1,0.3333333333333333,0,2,52,118,292,384
4811,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,7,54,95,252,261
4812,Nondelay,0,2015-05-22 00:00:00,Bug,0,0,0,2,Major,1,0,1,0,0,0,0,1,0.3333333333333333,0,6,52,126,36,326
4813,low,1,2015-05-22 00:00:00,NewFeature,1,0,0,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,7,57,180,258,378
4814,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,9,91,186,256,382
4815,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,9,11,106,289,375
4816,low,1,2015-05-22 00:00:00,NewFeature,1,0,1,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,1,71,127,270,344
4817,low,1,2015-05-22 00:00:00,NewFeature,1,0,0,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,1,96,121,278,331
4818,low,1,2015-05-22 00:00:00,NewFeature,1,0,0,79,Major,0,0,1,1,0,0,0,0,0.3333333333333333,0,3,96,130,90,146
4819,Nondelay,0,2015-05-22 00:00:00,Bug,0,1,11,4,Critical,6,0,2,3,0,0,0,1,0.018072289156626505,0,1,75,135,283,234
4820,Nondelay,0,2015-05-22 00:00:00,Bug,39,0,18,5,Major,2,0,2,2,0,0,0,1,0.6666666666666666,1,1,71,175,270,297
4821,Nondelay,0,2015-05-22 00:00:00,Bug,0,0,11,4,Critical,2,0,2,1,0,0,0,1,0.018072289156626505,0,6,75,140,283,327
4822,Nondelay,0,2015-05-22 00:00:00,Bug,0,0,9,6,Critical,0,0,1,0,1,0,0,1,0.018072289156626505,0,9,82,175,221,80
4823,Nondelay,0,2015-05-22 00:00:00,Improvement,39,0,0,1,Major,0,0,1,1,0,0,0,1,0.75,0,5,98,15,201,108
4824,Nondelay,0,2015-05-22 00:00:00,Bug,39,0,0,0,Major,1,0,1,1,0,0,0,1,0.6666666666666666,1,8,53,85,242,300
4825,Nondelay,0,2015-05-23 00:00:00,Bug,39,0,10,3,Critical,1,0,2,2,0,0,0,0,0.6875,0,4,77,183,198,392
4826,Nondelay,0,2015-05-23 00:00:00,Bug,0,0,10,3,Critical,1,0,2,2,0,0,0,1,0.6875,1,8,66,135,227,384
4827,Nondelay,0,2015-05-23 00:00:00,Bug,39,0,50,2,Minor,1,0,1,1,0,0,0,1,0,0,1,86,156,84,80
4828,Nondelay,0,2015-05-23 00:00:00,Task,39,0,0,0,Major,1,0,1,0,0,0,0,1,0.3333333333333333,0,10,87,163,228,314
4829,Nondelay,0,2015-05-24 00:00:00,Bug,0,0,10,4,Major,1,0,2,1,0,0,0,1,0.6842105263157895,0,10,85,135,227,254
4830,Nondelay,0,2015-05-25 00:00:00,Improvement,39,0,0,0,Major,1,0,1,0,0,0,0,1,0,0,7,21,161,190,366
4831,Nondelay,0,2015-05-25 00:00:00,Bug,0,0,20,4,Blocker,3,0,2,1,0,0,0,1,0.01775147928994083,0,10,57,135,159,378
4832,Nondelay,0,2015-05-25 00:00:00,Bug,0,1,0,0,Blocker,4,0,1,0,0,0,0,1,0.01775147928994083,0,9,91,189,196,320
4833,Nondelay,0,2015-05-25 00:00:00,Bug,0,0,41,0,Critical,2,0,2,1,0,0,0,1,0.01775147928994083,1,10,92,39,7,395
4834,Nondelay,0,2015-05-25 00:00:00,Bug,39,0,0,1,Major,1,0,1,1,0,0,0,1,0.8,0,3,98,197,284,300
4835,Nondelay,0,2015-05-25 00:00:00,Bug,39,0,0,0,Major,1,0,1,1,0,0,0,1,0.25,0,9,93,186,283,340
4836,low,1,2015-05-25 00:00:00,Bug,11,0,0,0,Major,0,0,2,1,0,0,0,0,0,0,10,26,137,242,65
4837,Nondelay,0,2015-05-26 00:00:00,Bug,0,0,0,0,Major,1,0,1,0,0,0,0,1,0.25,0,8,87,146,243,253
4838,Nondelay,0,2015-05-26 00:00:00,Bug,0,0,0,0,Blocker,1,1,1,1,0,0,0,1,0.3333333333333333,0,10,93,191,233,125
4839,Nondelay,0,2015-05-26 00:00:00,Bug,39,0,50,1,Major,0,0,1,2,0,0,0,0,0.5,0,1,21,184,136,374
4840,low,1,2015-05-26 00:00:00,Bug,1,0,16,79,Critical,1,0,2,1,0,0,0,1,0.018518518518518517,0,10,8,150,176,54
4841,Nondelay,0,2015-05-26 00:00:00,Bug,0,0,41,3,Major,2,0,2,1,0,0,0,0,0.7,0,3,91,103,107,338
4842,Nondelay,0,2015-05-26 00:00:00,Improvement,0,0,0,1,Major,0,0,2,0,0,0,0,0,0,0,2,96,120,222,300
4843,Nondelay,0,2015-05-26 00:00:00,Bug,39,0,0,2,Major,1,0,2,2,0,0,0,0,0.7,0,9,96,183,270,278
4844,Nondelay,0,2015-05-26 00:00:00,Improvement,0,0,0,0,Major,1,0,1,0,0,0,0,1,0.7272727272727273,0,3,53,85,170,300
4845,Nondelay,0,2015-05-26 00:00:00,Bug,0,0,10,4,Critical,2,0,2,2,0,0,0,2,0.6666666666666666,0,9,82,183,260,197
4846,Nondelay,0,2015-05-26 00:00:00,NewFeature,0,0,0,0,Major,1,0,1,0,0,0,0,1,0.7272727272727273,0,3,53,85,170,300
4847,Nondelay,0,2015-05-26 00:00:00,Bug,0,0,10,4,Blocker,2,0,2,1,0,0,0,1,0,0,10,90,170,295,55
4848,Nondelay,0,2015-05-26 00:00:00,NewFeature,0,0,0,0,Major,1,0,1,0,0,0,0,1,0.7272727272727273,0,4,94,142,202,373
4849,Nondelay,0,2015-05-26 00:00:00,Bug,0,0,16,4,Critical,3,0,2,1,0,0,0,1,0,0,10,96,173,295,278
4850,Nondelay,0,2015-05-26 00:00:00,Improvement,0,0,0,0,Major,0,0,1,0,0,0,0,0,0,0,5,62,43,51,82
4851,Nondelay,0,2015-05-26 00:00:00,Patch,39,0,0,0,Major,0,0,1,1,0,0,0,1,0,0,9,71,200,78,344
4852,Nondelay,0,2015-05-26 00:00:00,Bug,0,0,0,2,Major,1,0,1,0,0,0,0,1,0.3076923076923077,0,6,66,113,219,381
4853,Nondelay,0,2015-05-26 00:00:00,Bug,39,0,0,2,Critical,1,1,1,0,0,0,0,1,0.3076923076923077,0,2,66,115,244,381
4854,Nondelay,0,2015-05-26 00:00:00,Bug,39,0,0,0,Major,2,0,1,1,0,0,0,1,0.6829268292682927,0,10,29,193,297,248
4855,low,1,2015-05-26 00:00:00,Bug,3,0,0,79,Blocker,1,0,1,0,0,0,0,1,0.75,0,3,98,10,276,263
4856,Nondelay,0,2015-05-26 00:00:00,Bug,39,0,0,0,Blocker,1,0,1,0,0,0,0,1,0.75,0,9,92,196,300,353
4857,low,5,2015-05-26 00:00:00,Bug,5,0,0,79,Blocker,0,0,1,0,0,0,0,1,0.75,0,10,76,158,196,344
4858,low,7,2015-05-27 00:00:00,Bug,1,0,38,79,Critical,2,0,2,2,0,0,0,1,0.01818181818181818,0,9,82,175,48,80
4859,Nondelay,0,2015-05-27 00:00:00,Bug,39,0,9,2,Major,1,0,1,0,0,0,0,1,0.009536784741144414,1,5,15,84,284,50
4860,Nondelay,0,2015-05-27 00:00:00,Bug,0,0,0,0,Blocker,4,0,2,1,0,0,0,1,0.023255813953488372,2,10,80,180,292,304
4861,Nondelay,0,2015-05-27 00:00:00,Bug,0,0,0,0,Critical,2,0,2,2,0,0,0,1,0.5,0,9,62,54,293,68
4862,Nondelay,0,2015-05-27 00:00:00,Bug,0,0,21,3,Major,2,0,2,1,0,0,0,1,0.5,0,5,82,183,141,80
4863,Nondelay,0,2015-05-27 00:00:00,Improvement,0,0,0,0,Major,0,0,2,0,0,0,0,1,0,1,4,72,72,289,152
4864,Nondelay,0,2015-05-27 00:00:00,Bug,39,0,0,2,Major,1,0,1,0,0,0,0,1,0.6,0,6,28,176,36,400
4865,low,7,2015-05-27 00:00:00,Bug,0,1,9,79,Critical,3,0,2,1,0,0,0,1,0.01818181818181818,0,10,98,121,165,388
4866,Nondelay,0,2015-05-27 00:00:00,Improvement,0,0,0,0,Critical,1,0,2,0,0,0,0,1,0,0,5,35,4,100,296
4867,Nondelay,0,2015-05-27 00:00:00,Bug,39,0,0,2,Critical,0,0,2,0,0,0,0,1,0.4827586206896552,0,6,52,199,286,345
4868,Nondelay,0,2015-05-27 00:00:00,Bug,0,0,9,5,Critical,1,0,2,1,0,0,0,1,0.023255813953488372,0,9,82,156,48,80
4869,Nondelay,0,2015-05-27 00:00:00,Improvement,0,0,0,0,Major,0,0,2,0,0,0,0,0,0.5,0,6,72,165,186,388
4870,Nondelay,0,2015-05-27 00:00:00,Bug,39,0,2,0,Critical,0,0,2,0,0,0,0,1,0.4827586206896552,0,10,74,100,286,348
4871,low,1,2015-05-27 00:00:00,Bug,0,0,50,79,Critical,1,0,2,1,0,0,0,1,0.01818181818181818,0,5,17,29,276,358
4872,Nondelay,0,2015-05-27 00:00:00,Task,0,0,5,0,Critical,0,0,2,0,0,0,0,0,0.2916666666666667,0,7,43,165,287,226
4873,Nondelay,0,2015-05-27 00:00:00,Bug,39,0,0,2,Major,1,0,1,0,0,0,0,1,0.6,0,6,80,118,299,248
4874,Nondelay,0,2015-05-27 00:00:00,NewFeature,0,0,0,0,Major,0,0,2,2,0,0,0,0,0.25,0,1,53,157,80,260
4875,Nondelay,0,2015-05-27 00:00:00,Bug,39,0,1,2,Blocker,1,1,1,1,0,0,0,1,0,0,9,22,83,297,52
4876,Nondelay,0,2015-05-27 00:00:00,Bug,39,0,1,2,Blocker,0,1,1,1,0,0,0,1,0,0,3,67,200,132,211
4877,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,9,3,Major,1,0,1,0,0,0,0,1,0.009523809523809525,1,5,88,129,295,194
4878,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,9,3,Blocker,2,0,1,0,0,0,0,1,0.009523809523809525,0,3,38,193,292,169
4879,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,10,6,Major,1,0,2,2,0,0,0,1,0.75,2,9,31,188,294,400
4880,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,0,1,Critical,1,0,1,1,0,0,0,1,0.027777777777777776,2,6,27,7,186,148
4881,Nondelay,0,2015-05-28 00:00:00,Improvement,39,0,0,0,Major,1,0,1,0,0,0,0,0,0,0,9,64,150,173,383
4882,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,0,1,Critical,1,0,1,1,0,0,0,1,0.027777777777777776,0,6,63,123,289,377
4883,Nondelay,0,2015-05-28 00:00:00,Bug,0,0,0,0,Major,1,0,2,0,0,0,0,0,0,0,4,8,150,173,97
4884,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,40,2,Blocker,3,1,1,1,0,0,0,1,0,1,9,82,175,116,367
4885,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,1,4,Critical,0,0,1,1,0,0,0,0,0.6666666666666666,0,8,34,8,271,219
4886,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,6,0,Blocker,1,1,1,1,0,0,0,1,0,0,10,27,150,174,256
4887,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,0,0,Major,1,0,1,1,0,0,0,0,0.6666666666666666,0,5,53,196,170,241
4888,Nondelay,0,2015-05-28 00:00:00,Bug,39,0,1,4,Blocker,0,1,1,1,0,0,0,1,0,0,9,100,167,261,52
4889,low,1,2015-05-28 00:00:00,Bug,1,1,42,79,Blocker,3,0,2,1,0,0,0,1,0.017241379310344827,0,7,41,15,124,362
4890,Nondelay,0,2015-05-28 00:00:00,Bug,0,0,20,4,Blocker,1,0,1,1,0,0,0,0,0.3333333333333333,0,4,82,188,260,327
4891,Nondelay,0,2015-05-28 00:00:00,Bug,0,0,0,0,Critical,1,0,2,0,0,0,0,0,0.6666666666666666,0,3,85,124,288,369
4892,low,1,2015-05-28 00:00:00,Bug,0,1,42,79,Blocker,4,0,2,1,0,0,0,1,0.017241379310344827,0,7,41,152,124,362
4893,low,5,2015-05-29 00:00:00,Bug,10,0,0,0,Blocker,2,0,1,1,0,0,0,1,0,1,7,100,123,287,83
4894,Nondelay,0,2015-05-29 00:00:00,Bug,0,0,5,0,Blocker,1,0,1,1,0,0,0,0,0.9230769230769231,1,5,93,140,83,386
