boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
211,1781,Mono-sprint,-12,42,1,3,22,66,17,51,6,18,0,0,0,0,1,9
211,2422,Enterprise 3.12-M1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2
211,2440,Enterprise 3.12-M2,-3,7,2,6,3,9,3,9,2,6,0,0,0,0,1,4
217,885,Enterprise 2.9-M1,-9,6,0,0,3,9,0,0,2,6,1,3,0,0,1,2
217,897,Enterprise 2.9-M2,-6,6,6,18,0,0,2,6,2,6,2,6,0,0,1,2
217,959,Enterprise 2.10-M1,-15,6,0,0,6,18,0,0,4,12,0,0,2,6,1,2
217,976,Enterprise 2.10-M2,0,13,4,12,1,3,3,9,2,6,0,0,0,0,1,2
217,1055,Enterprise 2.11-M1,0,7,2,6,1,3,1,3,2,6,0,0,0,0,1,2
217,1433,Blue Forever (3.4),-3,5873,0,0,12,36,11,33,1,3,0,0,0,0,1,5
217,1781,Mono-sprint,-12,42,1,3,22,66,17,51,6,18,0,0,0,0,1,9
217,2304,Stash Targaryens 3.11,-9,25,0,0,27,81,24,72,3,9,0,0,0,0,1,5
217,2422,Enterprise 3.12-M1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2
217,2440,Enterprise 3.12-M2,-9,7,3,9,3,9,2,6,4,12,0,0,0,0,1,4
218,46,Sprint 1,-6,14,0,0,4,12,1,3,0,0,3,9,0,0,1,3
218,56,Sprint 2 - TEAMCAL 2.4,21,52,9,27,15,45,0,0,2,6,5,15,17,51,1,4
218,130,Sprint 2 - TEAMCAL 2.5,27,35,10,30,5,15,0,0,2,6,1,3,12,36,1,4
218,194,Sprint 2 - TEAMCAL 2.6,21,14,1,3,5,15,0,0,5,15,0,0,1,3,1,2
218,239,TEAMCAL 3.0 - Timeline Juice,3,43,8,24,5,15,2,6,5,15,0,0,6,18,1,2
218,297,IT-1249 Features,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
218,304,TEAMCAL 3.1,48,60,5,15,2,6,3,9,4,12,0,0,0,0,1,2
218,396,3.2 - Makin' it faster & i18n,15,36,4,12,3,9,3,9,0,0,1,3,3,9,1,3
218,518,3.2.1 - Dark RSVP & Bug Fix,-3,6,6,18,0,0,0,0,4,12,0,0,2,6,1,1
218,533,4.0 - Custom Events 4u,-3,11,11,33,0,0,0,0,11,33,0,0,0,0,1,2
218,697,Team Calendars 4.1,117,81,9,27,13,39,1,3,1,3,4,12,16,48,1,2
218,858,Welcome VN Team Sprint!,-9,14,10,30,0,0,0,0,10,30,0,0,0,0,1,1
218,929,Team Calendars 4.1.2,-9,14,7,21,3,9,0,0,2,6,2,6,6,18,1,4
218,986,4.2 - Performance/AO Migration,78,14,1,3,2,6,1,3,1,3,1,3,0,0,1,2
218,1147,4.2.1 - Performance cleanup,-3,7,14,42,2,6,4,12,12,36,0,0,0,0,1,5
218,1172,4.3.0 - Event Type Change,57,7,16,48,1,3,0,0,10,30,6,18,1,3,1,5
218,1258,4.2.2 - Code Health Week,3,7,2,6,2,6,0,0,1,3,3,9,0,0,1,1
218,1259,4.2.x - Freezer Work,0,14,1,3,0,0,0,0,1,3,0,0,0,0,1,1
218,1346,4.4.0 - Disable Event Types,-3,14,11,33,0,0,0,0,4,12,6,18,1,3,1,4
218,1388,5.0 - Custom Event Types,66,14,0,0,11,33,2,6,5,15,2,6,2,6,1,4
218,1565,5.1 - TC Tour & Bug fixed,30,14,11,33,1,3,0,0,7,21,3,9,2,6,1,2
218,1654,5.2 - Reminder,63,14,0,0,1,3,1,3,0,0,0,0,0,0,1,3
218,1701,5.1.x - AUI update,3,14,5,15,2,6,1,3,0,0,0,0,6,18,1,1
218,1730,5.1.1x - Bug fixed,6,14,2,6,15,45,4,12,6,18,2,6,5,15,1,5
218,1798,5.1.2x: Bug fix,3,14,1,3,1,3,0,0,1,3,1,3,0,0,1,1
218,1892,5.2.2x - Small improvement,-12,14,17,51,1,3,0,0,7,21,10,30,1,3,1,3
218,1893,5.2 - Performance improvement,3,14,10,30,1,3,0,0,9,27,1,3,1,3,1,3
218,1905,5.2.11 - Jira Reminder- phase1,12,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
218,2087,5.2.13 - Bug fix,33,14,5,15,4,12,0,0,4,12,3,9,2,6,1,7
218,2255,Sprint 1 (test),0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
218,2256,Sprint 2 - test,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
218,2257,Sprint 3 - test,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
218,2258,Sprint 4 - test,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
218,2279,Bug fix - 5.2.14,15,4,5,15,0,0,0,0,4,12,1,3,0,0,1,6
218,2368,TC on space - w1,0,7,0,0,2,6,0,0,1,3,1,3,0,0,1,2
219,1,Sprint 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
219,4,Sprint 2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1
219,9,Sprint 1,-30,14,9,37,0,0,0,0,7,35,0,0,2,2,1,4
219,10,Sprint 2,-38,14,9,44,0,0,0,0,8,43,0,0,1,1,1,1
219,14,Sprint 3,-49,14,10,49,0,0,0,0,9,44,1,5,0,0,1,2
219,64,Sprint 4,-48,14,10,48,0,0,0,0,7,25,3,23,0,0,1,4
219,81,Sprint 5,-21,14,5,22,0,0,0,0,4,21,0,0,1,1,1,2
219,233,Sprint 6,-34,0,12,49,0,0,1,13,7,27,2,7,2,2,1,7
219,314,Sprint 5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223,52,Sprint 2,-12,13,4,12,0,0,0,0,4,12,0,0,0,0,1,3
223,61,Sprint 3,-12,7,5,15,1,3,0,0,2,6,3,9,1,3,1,3
223,67,Sprint 4,-9,7,4,12,0,0,0,0,2,6,1,3,1,3,1,3
223,76,Sprint 5,-6,7,3,9,0,0,0,0,2,6,0,0,1,3,1,3
223,87,Sprint 6,-3,7,2,6,0,0,0,0,0,0,2,6,0,0,1,3
223,95,4.2.12,0,10,1,3,0,0,1,3,0,0,0,0,0,0,1,1
223,108,Sprint 7,0,7,4,12,3,9,0,0,0,0,1,3,6,18,1,3
223,128,Sprint 8,-15,6,6,18,0,0,0,0,2,6,3,9,1,3,1,4
223,136,Sprint 9,-6,7,5,15,1,3,0,0,2,6,1,3,3,9,1,4
223,147,Sprint 10,-6,7,2,6,0,0,0,0,2,6,0,0,0,0,1,1
223,152,Editor Sprint 2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,2
223,154,Sprint 11,-3,7,2,6,0,0,0,0,1,3,1,3,0,0,1,1
223,168,Sprint 12,-3,5,1,3,0,0,0,0,1,3,0,0,0,0,1,1
223,173,Editor Sprint 3,0,14,1,3,0,0,1,3,0,0,0,0,0,0,1,2
