#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
1,Nondelay,0,2007-03-17 00:00:00,Story,353,0,0,0,Major,7,1,1,1,2,0,1,0,0,0,9,88,173,255,344
2,Nondelay,0,2007-09-07 00:00:00,Story,300,0,0,3,Blocker,3,2,1,1,5,4,0,0,0,1,9,84,167,293,275
3,Nondelay,0,2007-09-14 00:00:00,Story,192,0,0,0,Minor,2,0,1,1,0,0,0,0,0,0,6,95,196,74,328
4,Nondelay,0,2007-11-27 00:00:00,Story,219,0,0,9,Minor,2,0,2,1,1,1,0,0,0.5714285714285714,0,8,16,98,252,371
5,Nondelay,0,2008-02-01 00:00:00,Bug,394,0,0,14,Trivial,3,0,1,1,0,0,0,0,0,1,6,60,143,273,339
6,high,185,2008-02-22 00:00:00,Story,546,1,0,1,Minor,5,3,1,1,0,0,0,0,0,0,10,74,102,290,365
7,high,200,2008-03-04 00:00:00,Story,320,1,0,7,Minor,3,3,1,1,0,0,0,0,0.8,0,8,92,19,216,350
8,high,116,2008-04-01 00:00:00,Story,95,1,11,9,Blocker,3,3,1,0,0,0,0,0,0.47058823529411764,0,8,92,190,138,183
9,low,5,2008-05-05 00:00:00,Bug,89,0,0,28,Minor,3,2,1,1,1,0,0,1,0.5714285714285714,0,8,82,190,48,376
10,high,71,2008-05-14 00:00:00,Story,362,1,0,1,Major,4,0,1,2,1,0,0,0,0.47368421052631576,1,4,29,35,119,7
11,Nondelay,0,2008-06-04 00:00:00,Bug,74,0,0,0,Minor,2,0,1,1,0,0,0,1,0,0,6,47,193,288,331
12,high,107,2008-06-04 00:00:00,Bug,115,1,0,0,Minor,3,3,2,2,0,0,0,2,0,0,2,100,42,283,292
13,Nondelay,0,2008-06-04 00:00:00,Bug,57,0,0,10,Minor,2,0,1,2,0,0,0,1,0,0,7,70,190,272,333
14,high,107,2008-06-04 00:00:00,Bug,115,1,0,0,Minor,3,3,2,2,0,0,0,2,0,0,4,68,158,258,242
15,low,5,2008-06-14 00:00:00,Bug,69,0,3,29,Minor,3,2,1,1,1,0,0,1,0.84,0,8,100,39,108,358
16,high,107,2008-06-30 00:00:00,Bug,68,1,0,19,Minor,3,3,1,1,0,0,0,1,0.43478260869565216,0,10,64,186,158,369
17,low,4,2008-07-08 00:00:00,Story,35,1,0,4,Major,3,2,0,0,1,0,0,0,0.1111111111111111,0,9,73,172,280,350
18,medium,29,2008-07-09 00:00:00,Story,56,2,20,5,Major,1,2,1,1,1,0,0,0,0.13513513513513514,0,9,1,175,104,350
19,Nondelay,0,2008-07-10 00:00:00,Bug,53,0,5,20,Minor,2,1,1,3,2,0,0,7,0.4583333333333333,0,9,25,142,293,102
20,Nondelay,0,2008-07-11 00:00:00,Bug,103,0,0,0,Major,2,0,2,3,1,0,1,2,0.48,0,10,41,171,255,343
21,Nondelay,0,2008-07-28 00:00:00,Bug,37,0,0,18,Minor,5,0,1,2,1,0,0,1,0.7368421052631579,0,9,39,147,276,391
22,low,5,2008-07-29 00:00:00,Bug,46,0,5,34,Minor,2,2,1,1,1,0,0,1,0.8666666666666667,0,9,98,97,216,361
23,Nondelay,0,2008-08-04 00:00:00,Bug,41,0,15,13,Blocker,1,0,1,1,1,0,0,1,0.7272727272727273,0,10,78,140,232,388
24,Nondelay,0,2008-08-08 00:00:00,Bug,583,0,0,0,Minor,10,0,1,3,1,0,0,3,0,0,7,26,145,289,323
25,Nondelay,0,2008-08-11 00:00:00,Story,32,0,0,20,Major,2,0,1,1,0,0,0,0,0.7619047619047619,0,8,61,133,20,234
26,Nondelay,0,2008-08-11 00:00:00,Bug,37,0,3,26,Critical,1,1,1,2,3,0,0,7,0,0,9,37,135,162,313
27,Nondelay,0,2008-08-26 00:00:00,Bug,30,0,8,35,Minor,2,0,1,2,0,0,0,0,0.8709677419354839,0,6,95,171,291,341
28,Nondelay,0,2008-09-05 00:00:00,Story,25,0,14,14,Major,4,1,1,3,1,0,0,0,0.75,0,6,29,71,35,267
29,Nondelay,0,2008-09-12 00:00:00,Story,13,1,0,21,Major,1,0,1,2,1,0,0,0,0.8,0,9,68,162,217,393
30,Nondelay,0,2008-09-18 00:00:00,Story,18,0,8,28,Major,0,0,1,1,1,0,0,0,0.8484848484848485,0,8,100,39,113,339
31,low,3,2008-09-23 00:00:00,Story,17,0,8,29,Minor,0,2,1,1,1,0,0,0,0.8529411764705882,1,6,95,135,247,324
32,Nondelay,0,2008-09-23 00:00:00,Story,1,0,3,27,Critical,0,0,1,0,3,0,0,0,0.45161290322580644,0,7,15,199,185,299
33,Nondelay,0,2008-09-23 00:00:00,Story,16,0,3,27,Trivial,0,0,2,0,1,0,0,0,0.45161290322580644,0,10,86,47,240,328
34,high,130,2008-09-25 00:00:00,Bug,80,1,0,0,Minor,1,3,1,1,0,0,0,1,0,1,3,88,182,242,365
35,low,2,2008-09-30 00:00:00,Story,12,0,0,21,Blocker,0,1,1,0,1,0,0,0,0.14285714285714285,0,10,88,172,211,242
36,low,2,2008-09-30 00:00:00,Story,12,0,0,21,Blocker,0,2,1,0,1,0,0,0,0.14285714285714285,0,10,88,163,175,167
37,low,15,2008-09-30 00:00:00,Story,15,0,33,5,Critical,0,2,1,0,1,0,0,0,0.14285714285714285,0,9,92,161,242,128
38,medium,16,2008-09-30 00:00:00,Story,15,2,3,29,Critical,0,1,1,0,1,0,0,0,0.14285714285714285,0,9,13,157,261,370
39,low,1,2008-09-30 00:00:00,Story,12,0,3,29,Blocker,0,1,1,0,1,0,0,0,0.14285714285714285,0,9,13,84,79,335
40,low,8,2008-09-30 00:00:00,Story,12,0,3,29,Blocker,0,1,1,0,1,0,0,0,0.14285714285714285,0,9,88,198,187,161
41,low,14,2008-09-30 00:00:00,Story,15,0,33,5,Critical,0,1,1,0,1,0,0,0,0.14285714285714285,1,9,92,194,160,289
42,low,15,2008-09-30 00:00:00,Story,15,0,3,29,Critical,0,1,1,0,1,0,0,0,0.14285714285714285,0,9,13,147,7,319
43,low,1,2008-09-30 00:00:00,Story,12,0,3,29,Blocker,0,1,1,0,1,0,0,0,0.14285714285714285,0,9,88,157,286,135
44,low,7,2008-09-30 00:00:00,Story,12,0,3,29,Blocker,0,1,1,0,1,0,0,0,0.14285714285714285,0,9,69,198,244,358
45,high,77,2008-10-10 00:00:00,Story,68,1,100,2,Minor,2,0,1,4,0,0,0,0,0.8076923076923077,0,9,21,93,283,306
46,low,7,2008-10-14 00:00:00,Story,5,0,18,18,Major,1,2,1,0,1,0,0,0,0.5,0,10,71,192,192,186
47,low,7,2008-10-14 00:00:00,Story,5,0,18,18,Blocker,0,2,1,0,1,0,0,0,0.5,0,10,95,182,262,350
48,Nondelay,0,2008-10-21 00:00:00,Bug,2,0,10,7,Major,2,0,2,0,0,0,0,2,0.8571428571428571,0,1,82,148,259,27
49,high,125,2008-10-23 00:00:00,Story,63,1,10,7,Minor,1,3,1,0,0,0,0,0,0.4225352112676056,0,10,76,168,272,268
50,low,3,2008-10-23 00:00:00,Story,2,0,10,7,Minor,2,2,2,0,1,0,0,0,0.5135135135135135,0,6,58,117,291,199
51,low,3,2008-10-23 00:00:00,Story,2,0,10,7,Minor,1,2,1,0,1,0,0,0,0.5135135135135135,0,8,97,167,164,382
52,Nondelay,0,2008-10-24 00:00:00,Bug,90,0,16,10,Critical,3,1,1,1,0,0,0,2,0.5277777777777778,0,10,92,192,123,287
53,Nondelay,0,2008-10-27 00:00:00,Bug,52,0,50,3,Major,1,0,1,2,0,0,0,1,0.5135135135135135,0,9,93,171,297,110
54,Nondelay,0,2008-10-28 00:00:00,Story,109,1,23,11,Blocker,3,1,1,2,0,0,0,0,0.475,1,5,89,166,282,313
55,Nondelay,0,2008-10-30 00:00:00,Bug,56,0,16,4,Major,2,0,1,2,0,0,0,2,0.8611111111111112,0,8,93,171,297,374
56,Nondelay,0,2008-11-24 00:00:00,Bug,186,0,0,0,Minor,1,0,1,2,0,0,0,2,0.47619047619047616,0,9,22,91,271,391
57,medium,33,2008-12-02 00:00:00,Bug,95,2,15,5,Trivial,0,0,1,1,1,0,0,1,0.1509433962264151,1,8,52,14,297,1
58,Nondelay,0,2008-12-10 00:00:00,Bug,26,0,22,9,Trivial,0,0,1,1,1,0,0,9,0.4444444444444444,0,10,82,174,64,212
59,Nondelay,0,2008-12-10 00:00:00,Bug,26,0,22,9,Major,1,0,1,2,1,0,0,9,0.4444444444444444,0,8,83,193,263,376
60,Nondelay,0,2008-12-19 00:00:00,Bug,0,0,7,0,Critical,1,0,1,1,0,0,0,1,0.7777777777777778,0,8,61,133,299,234
61,Nondelay,0,2009-01-05 00:00:00,Story,57,0,7,0,Minor,0,0,1,1,4,1,0,0,0.7857142857142857,0,8,61,133,299,175
62,low,2,2009-01-10 00:00:00,SubTask,298,0,0,0,Major,1,2,0,0,1,0,0,0,0,0,10,43,173,73,5
63,Nondelay,0,2009-01-13 00:00:00,Bug,54,0,6,1,Major,0,0,1,1,1,0,0,2,0,0,8,61,133,20,175
64,Nondelay,0,2009-01-14 00:00:00,Bug,20,0,20,12,Major,1,0,1,1,0,0,0,1,0.4791666666666667,0,6,70,85,288,274
65,Nondelay,0,2009-01-23 00:00:00,Improvement,291,0,100,2,Minor,0,0,0,0,0,0,0,0,0,0,6,93,106,157,374
66,Nondelay,0,2009-01-23 00:00:00,NewFeature,291,0,100,2,Major,0,0,0,0,0,0,0,0,0,0,10,54,79,205,317
67,Nondelay,0,2009-01-27 00:00:00,Bug,46,0,0,0,Blocker,1,1,1,1,0,0,0,1,0.4897959183673469,0,6,95,63,256,393
68,high,186,2009-01-27 00:00:00,Story,149,1,44,1,Major,4,1,1,1,1,0,0,0,0,0,8,58,195,214,152
69,high,214,2009-01-28 00:00:00,Bug,162,1,0,0,Major,4,1,1,1,1,0,0,1,0.48,1,9,98,163,279,292
70,Nondelay,0,2009-02-01 00:00:00,Story,3,0,20,9,Major,0,0,2,0,0,0,0,0,0.46153846153846156,0,10,95,189,285,393
71,Nondelay,0,2009-02-02 00:00:00,Story,44,0,19,11,Major,5,1,1,1,0,0,0,0,0.48148148148148145,0,4,73,164,164,238
72,Nondelay,0,2009-02-03 00:00:00,Story,47,0,17,6,Blocker,2,1,1,1,0,0,0,0,0.4909090909090909,1,8,95,191,289,304
73,Nondelay,0,2009-02-03 00:00:00,Story,42,0,6,2,Blocker,0,1,1,0,1,0,1,0,0.4909090909090909,0,8,98,189,249,328
74,high,197,2009-02-04 00:00:00,Story,255,1,19,12,Minor,1,3,1,1,0,0,0,0,0,0,9,97,143,221,152
75,Nondelay,0,2009-02-04 00:00:00,Bug,8,0,50,2,Minor,4,0,1,1,0,0,0,1,0,0,8,82,147,64,391
76,high,209,2009-02-04 00:00:00,Bug,156,1,19,12,Minor,1,3,1,1,0,0,0,9,0,0,9,56,33,287,81
77,Nondelay,0,2009-02-04 00:00:00,Bug,1,0,19,12,Minor,2,0,1,1,0,0,0,1,0,0,4,82,155,273,373
78,Nondelay,0,2009-02-04 00:00:00,Story,42,0,50,2,Major,3,0,1,1,3,1,0,0,0.43548387096774194,0,9,56,200,240,218
79,Nondelay,0,2009-02-14 00:00:00,Story,42,0,6,3,Minor,4,0,1,1,1,0,0,0,0.42857142857142855,0,8,61,133,299,375
80,Nondelay,0,2009-02-19 00:00:00,Story,1,0,22,10,Minor,0,0,1,0,0,0,0,0,0,0,1,95,200,65,340
81,Nondelay,0,2009-02-21 00:00:00,Bug,1,0,21,11,Major,0,0,1,0,1,0,0,1,0.4090909090909091,0,9,48,183,282,308
82,Nondelay,0,2009-02-21 00:00:00,Story,1,0,21,11,Trivial,0,0,1,0,0,0,0,0,0.4090909090909091,0,4,96,56,117,346
83,Nondelay,0,2009-02-21 00:00:00,Story,1,0,21,11,Minor,0,0,1,0,0,0,0,0,0.4090909090909091,0,5,70,142,192,112
84,Nondelay,0,2009-02-22 00:00:00,Story,596,0,33,3,Minor,5,0,1,1,8,2,0,0,0.43478260869565216,0,10,96,134,169,300
85,high,214,2009-02-22 00:00:00,Story,150,1,17,7,Critical,6,1,1,1,2,0,0,0,0.43478260869565216,1,5,88,178,175,392
86,Nondelay,0,2009-03-01 00:00:00,Bug,0,0,20,8,Minor,1,0,1,0,0,0,0,2,0.4246575342465753,0,10,44,191,268,272
87,Nondelay,0,2009-03-02 00:00:00,Bug,0,0,19,7,Trivial,0,0,1,0,0,0,0,2,0.43243243243243246,0,7,80,24,253,377
88,Nondelay,0,2009-03-02 00:00:00,Bug,0,0,19,7,Minor,0,0,1,0,0,0,0,1,0.43243243243243246,2,10,29,35,125,7
89,Nondelay,0,2009-03-03 00:00:00,Story,0,0,6,4,Minor,2,0,1,0,1,1,0,0,0.7666666666666667,0,8,61,198,299,234
90,Nondelay,0,2009-03-04 00:00:00,Story,461,0,100,0,Minor,1,0,1,1,0,0,0,0,0,0,7,56,186,267,398
91,Nondelay,0,2009-03-09 00:00:00,Story,0,0,18,7,Major,1,0,1,0,0,0,0,0,0.4473684210526316,0,9,88,157,297,354
92,low,7,2009-03-15 00:00:00,Improvement,698,0,0,0,Major,1,2,1,0,1,0,0,1,0,0,1,28,164,192,296
93,low,5,2009-03-17 00:00:00,Improvement,697,0,100,1,Major,2,2,1,0,1,0,0,1,0.5,1,1,95,189,169,159
94,Nondelay,0,2009-03-17 00:00:00,Bug,2,0,18,7,Minor,3,0,1,1,0,0,0,2,0,0,6,91,193,127,193
95,Nondelay,0,2009-03-26 00:00:00,Improvement,692,0,0,0,Minor,1,0,1,0,0,0,0,1,0,0,7,48,198,284,387
96,Nondelay,0,2009-04-03 00:00:00,Story,7,0,0,1,Minor,2,0,1,2,0,0,0,0,0,2,6,91,107,128,354
97,Nondelay,0,2009-04-06 00:00:00,Story,0,0,18,7,Minor,1,0,1,3,1,0,0,0,0,0,9,42,181,243,147
98,Nondelay,0,2009-04-06 00:00:00,Bug,687,0,100,0,Major,1,0,1,0,0,0,0,3,0.6666666666666666,0,8,56,98,7,400
99,Nondelay,0,2009-04-07 00:00:00,Story,0,0,18,7,Minor,1,0,1,3,0,0,0,0,0,0,10,40,128,257,356
100,high,151,2009-04-14 00:00:00,Story,93,1,0,0,Major,1,3,1,1,3,1,1,0,0.7741935483870968,2,8,61,133,299,234
101,Nondelay,0,2009-04-14 00:00:00,Bug,4,0,18,6,Blocker,1,1,1,1,0,0,0,1,0.8648648648648649,1,10,91,142,151,384
102,high,189,2009-04-16 00:00:00,Bug,111,1,17,7,Minor,3,3,1,1,0,0,0,3,0,0,5,100,13,170,381
103,Nondelay,0,2009-04-20 00:00:00,Bug,4,0,6,5,Minor,3,0,1,0,1,0,0,1,0,0,3,72,133,299,234
104,high,177,2009-04-20 00:00:00,Bug,114,1,100,1,Major,13,3,1,1,0,0,0,3,0,0,6,95,189,196,183
105,Nondelay,0,2009-04-21 00:00:00,Story,0,0,18,7,Major,2,0,1,0,0,0,0,0,0.868421052631579,0,2,93,171,103,288
106,Nondelay,0,2009-04-21 00:00:00,Story,160,0,20,4,Critical,1,0,1,1,0,0,0,0,0.45454545454545453,0,9,88,168,194,392
107,Nondelay,0,2009-04-23 00:00:00,NewFeature,678,0,0,0,Minor,1,0,1,0,0,0,0,0,0.5,0,4,88,26,146,364
108,Nondelay,0,2009-04-27 00:00:00,Improvement,676,0,0,1,Major,1,0,1,0,1,0,0,1,0.6666666666666666,0,7,32,99,256,62
109,Nondelay,0,2009-05-05 00:00:00,Story,0,0,13,1,Blocker,1,0,1,0,1,0,0,0,0.7142857142857143,0,8,89,156,224,218
110,Nondelay,0,2009-05-05 00:00:00,Bug,0,0,13,1,Blocker,1,0,1,0,2,0,0,1,0.7142857142857143,0,8,47,193,296,351
111,high,212,2009-05-17 00:00:00,Bug,0,1,19,6,Trivial,1,3,1,1,0,0,0,4,0.4,1,4,94,191,252,376
112,high,211,2009-05-17 00:00:00,Bug,0,1,18,4,Major,3,3,1,1,0,0,0,1,0.8113207547169812,0,9,24,118,72,325
113,high,211,2009-05-17 00:00:00,Technical task,0,1,0,0,Minor,1,3,1,0,0,0,0,1,0.625,0,1,94,170,294,172
114,high,208,2009-05-17 00:00:00,Bug,0,1,18,4,Minor,7,3,1,0,0,0,0,3,0.84,0,4,30,155,297,329
115,high,204,2009-05-17 00:00:00,Bug,103,1,19,6,Major,2,1,1,1,0,0,0,3,0,0,1,96,187,273,388
116,high,211,2009-05-17 00:00:00,Bug,209,1,66,3,Blocker,12,1,1,3,0,0,0,1,0.25,0,2,30,179,280,6
117,high,208,2009-05-17 00:00:00,Bug,0,1,0,0,Minor,1,3,1,0,1,0,0,1,0.3333333333333333,0,1,14,165,129,381
118,high,197,2009-05-17 00:00:00,Bug,0,1,19,6,Minor,1,3,1,0,0,0,0,4,0.3944954128440367,0,10,90,151,135,341
119,high,196,2009-05-17 00:00:00,Bug,0,1,0,0,Major,6,3,1,0,0,0,0,2,0.75,0,10,67,97,267,336
120,high,188,2009-05-17 00:00:00,Story,0,1,19,6,Minor,0,3,1,0,0,0,0,0,0.4,0,9,98,168,238,350
121,high,186,2009-05-17 00:00:00,Bug,94,1,19,6,Major,0,3,1,0,1,1,0,1,0.3942307692307692,0,2,61,183,208,175
122,high,189,2009-05-17 00:00:00,Story,95,1,19,6,Trivial,1,1,1,0,0,0,0,0,0.3883495145631068,0,10,33,84,89,109
123,high,184,2009-05-17 00:00:00,Bug,93,1,19,6,Minor,0,3,1,0,1,0,0,4,0.38235294117647056,2,6,19,193,55,134
124,high,199,2009-05-17 00:00:00,Story,100,1,18,4,Minor,0,3,1,0,1,0,0,0,0.8333333333333334,0,2,93,171,233,341
125,high,214,2009-05-17 00:00:00,Story,0,1,18,4,Minor,1,3,1,1,0,0,0,0,0.8809523809523809,0,1,89,171,222,89
126,high,214,2009-05-17 00:00:00,Story,0,1,18,4,Minor,0,3,1,1,0,0,0,0,0.8809523809523809,0,9,88,194,283,184
127,high,208,2009-05-17 00:00:00,Story,105,1,18,4,Minor,1,3,1,1,1,0,0,0,0.8809523809523809,0,3,56,19,62,216
128,high,183,2009-05-17 00:00:00,Story,94,1,50,2,Major,6,1,1,1,0,0,0,0,0.6666666666666666,0,8,29,152,125,169
129,high,170,2009-05-17 00:00:00,Bug,171,1,50,2,Minor,4,3,1,2,0,0,0,2,0.6,0,9,99,147,264,390
130,high,197,2009-05-17 00:00:00,Story,99,1,14,5,Blocker,3,3,1,0,0,0,0,0,0.39,1,3,92,168,285,386
131,high,185,2009-05-17 00:00:00,Technical task,93,1,14,5,Major,2,1,1,0,0,0,0,0,0.3333333333333333,0,8,61,133,192,265
132,high,187,2009-05-17 00:00:00,Technical task,94,1,19,6,Blocker,1,1,1,0,0,0,0,0,0.3333333333333333,1,8,61,88,20,175
133,high,197,2009-05-17 00:00:00,Story,99,1,18,4,Minor,1,3,1,0,0,0,0,0,0.3958333333333333,0,9,98,105,110,17
134,high,167,2009-05-17 00:00:00,Bug,85,1,50,2,Major,3,1,1,3,0,0,0,2,0.6666666666666666,0,7,70,66,125,337
135,high,214,2009-05-17 00:00:00,Story,108,1,0,0,Major,0,3,1,0,7,1,4,0,0.4,1,9,61,133,20,351
136,high,169,2009-05-17 00:00:00,Bug,0,1,18,4,Minor,0,3,1,1,1,1,0,2,0.875,0,10,88,157,262,392
137,high,147,2009-05-17 00:00:00,Bug,0,1,19,6,Trivial,0,3,1,0,0,0,0,2,0.39361702127659576,0,9,79,198,226,387
138,high,191,2009-05-17 00:00:00,Bug,96,1,11,1,Blocker,2,2,1,0,0,0,0,1,0,0,4,86,58,207,126
139,high,184,2009-05-17 00:00:00,Story,93,1,19,6,Minor,2,3,1,1,0,0,0,0,0.2,0,1,30,87,133,217
140,high,151,2009-05-17 00:00:00,Bug,76,1,0,0,Major,1,3,1,0,2,0,1,3,0.4065934065934066,1,8,61,133,20,175
141,high,169,2009-05-17 00:00:00,Story,85,1,25,4,Minor,1,3,1,1,0,0,0,0,0,1,9,94,196,132,396
142,high,185,2009-05-17 00:00:00,Story,93,1,19,6,Major,4,1,1,0,2,1,0,0,0.4,0,8,61,133,299,358
143,high,167,2009-05-17 00:00:00,Bug,86,1,50,2,Major,4,3,1,3,0,0,0,3,0.5,0,9,29,65,264,7
144,high,102,2009-05-17 00:00:00,Bug,0,1,14,5,Minor,0,0,1,1,1,0,0,2,0.25,0,4,99,119,240,240
145,high,185,2009-05-17 00:00:00,Bug,93,1,19,6,Major,2,3,1,1,1,0,0,1,0,0,3,100,118,262,260
146,high,95,2009-05-17 00:00:00,Story,51,1,50,2,Minor,2,0,1,1,0,0,0,0,0,0,4,92,35,125,7
147,high,214,2009-05-17 00:00:00,Bug,108,1,18,4,Minor,5,3,1,1,0,0,0,2,0,0,9,9,77,262,252
148,high,189,2009-05-17 00:00:00,Bug,95,1,19,6,Minor,4,3,1,1,0,0,0,1,0,0,9,98,153,281,396
149,high,186,2009-05-17 00:00:00,Bug,94,1,50,1,Major,2,3,1,1,1,0,0,1,0,0,9,88,81,89,328
150,high,196,2009-05-17 00:00:00,Story,99,1,0,0,Minor,1,3,1,1,0,0,0,0,0,0,9,89,147,68,290
151,high,155,2009-05-17 00:00:00,Story,78,1,14,5,Minor,0,3,1,1,0,0,0,0,0,0,5,44,87,248,345
152,high,191,2009-05-17 00:00:00,Story,193,1,50,2,Minor,11,3,1,1,1,0,0,0,0,0,8,83,175,289,150
153,high,184,2009-05-17 00:00:00,Bug,93,1,19,6,Blocker,8,2,1,1,0,0,0,2,0,0,10,58,22,297,29
154,high,190,2009-05-18 00:00:00,Bug,95,1,34,21,Minor,4,1,1,1,0,0,0,1,0,0,1,82,100,244,109
155,Nondelay,0,2009-06-12 00:00:00,NewFeature,7,1,0,0,Major,17,0,1,1,2,1,0,0,0,1,1,81,176,238,103
156,Nondelay,0,2009-06-25 00:00:00,Bug,1,0,5,0,Critical,8,1,1,2,0,0,0,2,0,0,8,61,133,299,234
157,high,197,2009-06-30 00:00:00,Improvement,644,1,66,0,Minor,2,3,1,0,0,0,0,1,0.75,0,5,39,159,269,276
158,high,85,2009-07-03 00:00:00,Improvement,46,1,75,1,Major,4,0,1,0,1,1,0,1,0.8,0,1,95,190,74,362
159,high,88,2009-07-06 00:00:00,NewFeature,209,1,50,1,Minor,1,0,0,0,0,0,0,0,0.6666666666666666,0,9,96,196,3,165
160,low,15,2009-07-07 00:00:00,NewFeature,641,0,80,2,Major,3,2,1,1,4,1,2,0,0.8333333333333334,1,3,99,169,43,338
161,high,87,2009-07-09 00:00:00,SubTask,640,1,0,0,Major,1,0,1,0,0,0,0,0,0,0,5,100,111,85,294
162,Nondelay,0,2009-07-18 00:00:00,Improvement,635,0,0,1,Major,3,0,1,0,2,1,0,1,0,0,1,64,176,46,255
163,medium,37,2009-08-01 00:00:00,Improvement,628,2,0,0,Major,6,0,1,1,1,0,0,0,0.6666666666666666,1,2,7,138,124,314
164,Nondelay,0,2009-09-02 00:00:00,Improvement,612,0,0,0,Minor,0,0,1,0,0,0,0,3,0.75,0,2,42,12,298,378
165,Nondelay,0,2009-09-09 00:00:00,Bug,609,0,0,0,Minor,1,0,1,0,0,0,0,1,0.6,0,9,96,109,297,257
166,Nondelay,0,2009-09-18 00:00:00,Story,141,0,50,6,Major,3,0,1,3,1,0,0,0,0,0,8,65,191,288,145
167,Nondelay,0,2009-09-21 00:00:00,NewFeature,603,0,100,1,Major,4,0,1,0,2,0,0,0,0.6666666666666666,0,5,43,171,141,333
168,low,13,2009-10-09 00:00:00,Bug,523,0,30,13,Major,3,2,1,1,1,0,0,0,0.8717948717948718,0,1,61,133,20,175
169,Nondelay,0,2009-10-28 00:00:00,Story,91,0,0,0,Minor,1,0,1,1,2,0,1,0,0.3939393939393939,1,8,61,133,299,234
170,Nondelay,0,2009-10-30 00:00:00,Bug,86,0,41,7,Major,1,1,1,1,0,0,0,1,0.75,0,9,58,176,282,218
171,medium,46,2009-11-03 00:00:00,NewFeature,581,1,100,0,Major,6,0,1,0,3,0,1,0,0.5,0,1,38,114,215,398
172,Nondelay,0,2009-11-11 00:00:00,Story,27,1,5,0,Critical,3,0,1,1,1,1,0,1,0.38613861386138615,0,9,48,197,294,353
173,Nondelay,0,2009-11-24 00:00:00,Story,122,0,0,0,Minor,2,0,1,6,1,0,1,0,0.4056603773584906,0,10,71,172,223,218
174,Nondelay,0,2009-11-24 00:00:00,Story,39,0,0,0,Minor,2,0,1,2,0,0,0,1,0.16666666666666666,0,7,65,82,273,205
175,Nondelay,0,2009-11-24 00:00:00,Story,24,0,5,1,Blocker,1,0,1,1,0,0,0,1,0.4056603773584906,0,8,97,167,63,252
176,Nondelay,0,2009-11-24 00:00:00,Bug,92,0,30,14,Minor,3,0,1,1,0,0,0,3,0.4056603773584906,0,9,88,148,292,171
177,medium,31,2009-11-27 00:00:00,Bug,4,1,5,2,Minor,1,0,1,1,1,0,0,0,0,0,7,45,132,183,311
178,Nondelay,0,2009-12-07 00:00:00,Bug,564,0,100,1,Major,3,0,1,1,1,0,0,1,0,0,4,81,151,273,240
179,Nondelay,0,2009-12-07 00:00:00,Bug,564,0,100,1,Major,2,0,1,0,1,0,0,1,0.6666666666666666,0,1,38,158,38,240
180,Nondelay,0,2009-12-10 00:00:00,NewFeature,33,1,50,0,Major,9,0,1,2,1,0,0,0,0,0,5,69,116,290,279
181,high,186,2009-12-16 00:00:00,Story,217,1,31,11,Major,9,3,1,6,2,0,0,0,0.40540540540540543,2,8,88,189,140,342
182,Nondelay,0,2009-12-17 00:00:00,Story,15,0,7,3,Major,2,0,1,1,0,0,0,1,0.14285714285714285,0,10,89,180,266,372
183,low,4,2009-12-18 00:00:00,Bug,125,0,100,1,Minor,3,2,1,1,1,0,0,1,0.8,0,10,86,172,247,167
184,Nondelay,0,2009-12-18 00:00:00,Bug,138,1,55,8,Minor,3,0,1,1,1,0,0,1,0.5,0,4,60,136,267,211
185,Nondelay,0,2009-12-18 00:00:00,Bug,118,0,55,8,Minor,2,0,1,1,0,0,0,1,0.5,0,9,95,84,71,151
186,Nondelay,0,2009-12-18 00:00:00,Bug,69,0,55,8,Minor,4,0,1,1,1,0,0,1,0.5,0,4,86,150,264,396
187,Nondelay,0,2009-12-18 00:00:00,Technical task,66,0,38,5,Major,4,1,1,1,0,0,0,1,0.5,0,7,26,135,231,313
188,Nondelay,0,2009-12-18 00:00:00,Bug,118,0,55,8,Minor,2,0,1,1,0,0,0,1,0.5,0,8,61,195,20,175
189,Nondelay,0,2009-12-19 00:00:00,Bug,45,0,32,8,Major,4,1,1,4,1,0,0,1,0.7857142857142857,1,9,24,85,72,277
190,Nondelay,0,2009-12-21 00:00:00,Bug,0,0,31,9,Minor,2,0,1,4,0,0,0,4,0.7894736842105263,0,8,100,160,296,307
191,Nondelay,0,2009-12-23 00:00:00,Bug,0,0,31,10,Minor,1,0,1,4,0,0,0,1,0.7931034482758621,0,9,57,163,289,323
192,Nondelay,0,2009-12-23 00:00:00,Bug,0,0,31,10,Minor,0,0,1,3,0,0,0,3,0.7931034482758621,0,5,97,187,296,349
193,Nondelay,0,2009-12-23 00:00:00,Story,8,0,7,4,Minor,1,0,1,1,0,0,0,1,0.6153846153846154,0,8,50,182,201,379
194,Nondelay,0,2010-01-04 00:00:00,Story,63,0,0,1,Major,1,1,1,2,1,1,0,0,0.625,0,6,14,85,47,6
195,Nondelay,0,2010-01-04 00:00:00,Story,56,0,0,0,Minor,1,0,1,2,1,0,0,0,0.625,0,9,12,2,159,161
196,Nondelay,0,2010-01-04 00:00:00,Story,280,0,0,0,Critical,4,1,1,4,0,0,0,0,0.625,1,9,56,100,188,356
