idissuelink,issuekey,linkedIssueKey,name
619,DATAREDIS-304,DATAREDIS-313,is depended on by
620,DATAREDIS-304,DATAREDIS-314,is depended on by
621,DATAREDIS-305,DATAREDIS-313,is depended on by
622,DATAREDIS-305,DATAREDIS-314,is depended on by
623,DATAREDIS-306,DATAREDIS-313,is depended on by
624,DATAREDIS-306,DATAREDIS-314,is depended on by
625,DATAREDIS-307,DATAREDIS-73,is related to
626,DATAREDIS-307,DATAREDIS-297,is related to
627,DATAREDIS-313,DATAREDIS-304,depends on
628,DATAREDIS-313,DATAREDIS-305,depends on
629,DATAREDIS-313,DATAREDIS-306,depends on
630,DATAREDIS-314,DATAREDIS-304,depends on
631,DATAREDIS-314,DATAREDIS-305,depends on
632,DATAREDIS-314,DATAREDIS-306,depends on
633,DATAREDIS-325,DATAREDIS-295,relates to
634,DATAREDIS-325,DATAREDIS-327,relates to
635,DATAREDIS-326,DATAREDIS-327,relates to
636,DATAREDIS-327,DATAREDIS-325,is related to
637,DATAREDIS-327,DATAREDIS-295,is related to
638,DATAREDIS-327,DATAREDIS-326,is related to
639,DATAREDIS-328,SPR-12026,relates to
640,DATAREDIS-333,DATAREDIS-334,relates to
641,DATAREDIS-334,DATAREDIS-333,is related to
642,DATAREDIS-352,DATAREDIS-378,depends on
643,DATAREDIS-378,DATAREDIS-407,is depended on by
644,DATAREDIS-378,DATAREDIS-352,is depended on by
645,DATAREDIS-381,DATAREDIS-384,is superseded by
646,DATAREDIS-384,DATAREDIS-381,supersedes
647,DATAREDIS-390,DATAREDIS-392,relates to
648,DATAREDIS-392,DATAREDIS-390,is related to
649,DATAREDIS-407,DATAREDIS-378,depends on
650,DATAREDIS-73,DATAREDIS-307,relates to
651,DATAREST-143,DATAREST-238,duplicates
652,DATAREST-155,DATAREST-68,relates to
653,DATAREST-160,DATAREST-506,relates to
654,DATAREST-162,DATAREST-175,is related to
655,DATAREST-169,DATACMNS-376,depends on
656,DATAREST-17,DATAREST-18,is superseded by
657,DATAREST-175,DATAREST-162,relates to
658,DATAREST-18,SEC-2150,depends on
659,DATAREST-18,DATAREST-17,supersedes
660,DATAREST-18,DATAREST-397,is superseded by
661,DATAREST-181,DATACMNS-422,depends on
662,DATAREST-181,DATAREST-204,is related to
663,DATAREST-181,DATAREST-198,is related to
664,DATAREST-184,DATAGRAPH-409,depends on
665,DATAREST-188,DATAREST-199,is duplicated by
666,DATAREST-195,DATACMNS-408,is related to
667,DATAREST-195,DATACMNS-335,is related to
668,DATAREST-198,DATACMNS-422,depends on
669,DATAREST-198,DATAREST-204,is duplicated by
670,DATAREST-198,DATAREST-181,relates to
671,DATAREST-199,DATAREST-188,duplicates
672,DATAREST-203,DATAREST-213,relates to
673,DATAREST-203,DATAREST-75,relates to
674,DATAREST-204,DATAREST-198,duplicates
675,DATAREST-204,DATAREST-181,relates to
676,DATAREST-212,DATACMNS-538,relates to
677,DATAREST-213,DATAREST-203,is related to
678,DATAREST-221,DATAREST-236,is duplicated by
679,DATAREST-221,DATAREST-268,relates to
680,DATAREST-221,DATAREST-243,relates to
681,DATAREST-221,DATAREST-264,relates to
682,DATAREST-221,SPR-7156,is related to
683,DATAREST-227,DATAREST-387,is depended on by
684,DATAREST-227,DATASOLR-163,relates to
685,DATAREST-229,DATAREST-31,relates to
686,DATAREST-230,DATAREST-179,relates to
687,DATAREST-230,DATAREST-164,relates to
688,DATAREST-238,DATAREST-143,is duplicated by
689,DATAREST-243,DATAREST-221,is related to
690,DATAREST-246,DATACMNS-432,is related to
691,DATAREST-253,DATAREST-254,relates to
692,DATAREST-254,DATAREST-253,is related to
693,DATAREST-265,DATACMNS-464,depends on
694,DATAREST-265,DATAJPA-498,relates to
695,DATAREST-267,DATAREST-609,relates to
696,DATAREST-268,DATAREST-609,relates to
697,DATAREST-268,DATAREST-221,is related to
698,DATAREST-292,DATAREST-296,relates to
699,DATAREST-296,DATAREST-292,is related to
700,DATAREST-300,DATAREST-609,relates to
701,DATAREST-302,DATAREST-464,is duplicated by
702,DATAREST-31,DATAREST-164,relates to
703,DATAREST-31,DATAREST-229,is related to
704,DATAREST-318,DATAREST-609,relates to
705,DATAREST-328,DATAREST-320,duplicates
706,DATAREST-333,SPR-9278,is related to
707,DATAREST-335,DATAREST-346,relates to
708,DATAREST-346,DATAREST-335,is related to
709,DATAREST-354,DATAREST-244,is duplicated by
710,DATAREST-354,DATAREST-486,relates to
711,DATAREST-354,DATAREST-399,is related to
712,DATAREST-354,DATAREST-194,is related to
713,DATAREST-354,DATAREST-208,is related to
714,DATAREST-381,DATAREST-411,is duplicated by
715,DATAREST-387,DATASOLR-163,depends on
716,DATAREST-387,DATAREST-227,depends on
717,DATAREST-394,DATAREST-408,is duplicated by
718,DATAREST-397,SEC-2150,depends on
719,DATAREST-397,DATAREST-15,is depended on by
720,DATAREST-397,DATAREST-14,is depended on by
721,DATAREST-397,DATAREST-454,is depended on by
722,DATAREST-397,DATAREST-289,relates to
723,DATAREST-397,DATAREST-18,supersedes
724,DATAREST-408,DATAREST-394,duplicates
725,DATAREST-408,DATAREST-477,is duplicated by
726,DATAREST-409,DATACMNS-589,is related to
727,DATAREST-415,DATACMNS-596,depends on
728,DATAREST-416,DATACMNS-599,depends on
729,DATAREST-416,DATAJPA-630,is related to
730,DATAREST-417,DATACMNS-600,depends on
731,DATAREST-419,DATAREST-451,duplicates
732,DATAREST-419,DATAREST-451,is superseded by
733,DATAREST-437,DATACMNS-630,depends on
734,DATAREST-449,DATAREST-454,is related to
735,DATAREST-449,DATAREST-450,is related to
736,DATAREST-449,DATAREST-451,is related to
737,DATAREST-449,DATAREST-452,is related to
738,DATAREST-449,DATAREST-453,is related to
739,DATAREST-450,DATAREST-449,relates to
740,DATAREST-450,DATAREST-478,relates to
741,DATAREST-451,DATAREST-419,is duplicated by
742,DATAREST-451,DATAREST-449,relates to
743,DATAREST-451,DATAREST-419,supersedes
744,DATAREST-452,DATAREST-449,relates to
745,DATAREST-453,DATAREST-449,relates to
746,DATAREST-454,DATAREST-397,depends on
747,DATAREST-454,DATAREST-449,relates to
748,DATAREST-456,DATACASS-194,depends on
749,DATAREST-456,DATACASS-182,depends on
750,DATAREST-461,DATAREST-491,relates to
751,DATAREST-464,DATAREST-302,duplicates
752,DATAREST-467,DATAREST-519,relates to
753,DATAREST-469,DATAREST-206,is related to
754,DATAREST-470,DATAMONGO-1148,is related to
755,DATAREST-471,DATACMNS-638,depends on
756,DATAREST-471,DATAREST-506,relates to
757,DATAREST-478,DATAREST-450,is related to
758,DATAREST-479,DATAREST-542,relates to
759,DATAREST-485,DATAREST-499,relates to
760,DATAREST-485,SPR-12778,relates to
761,DATAREST-490,DATAREST-522,relates to
762,DATAREST-491,DATAREST-461,is related to
763,DATAREST-502,DATACMNS-678,depends on
764,DATAREST-502,DATAREST-599,is duplicated by
765,DATAREST-506,DATAREST-160,is related to
766,DATAREST-506,DATAREST-471,is related to
767,DATAREST-519,DATAREST-467,is related to
768,DATAREST-531,DATAREST-530,relates to
769,DATAREST-531,DATAJPA-716,is related to
770,DATAREST-535,DATAREST-566,is related to
771,DATAREST-551,DATACASS-211,depends on
772,DATAREST-625,DATACMNS-738,is related to
773,DATAREST-627,DATAREST-638,depends on
774,DATAREST-75,DATAREST-203,is related to
775,DATASOLR-104,DATASOLR-82,is related to
776,DATASOLR-105,DATASOLR-71,relates to
777,DATASOLR-121,DATASOLR-131,is duplicated by
778,DATASOLR-125,DATASOLR-126,is duplicated by
779,DATASOLR-132,DATASOLR-130,is depended on by
780,DATASOLR-132,DATASOLR-122,is depended on by
781,DATASOLR-142,DATACMNS-437,relates to
782,DATASOLR-143,DATACMNS-303,is related to
783,DATASOLR-152,DATACMNS-243,is related to
784,DATASOLR-154,DATACMNS-468,is related to
785,DATASOLR-155,DATASOLR-159,supersedes
786,DATASOLR-159,DATASOLR-155,is superseded by
787,DATASOLR-160,DATASOLR-207,is duplicated by
788,DATASOLR-163,DATAREST-387,is depended on by
789,DATASOLR-163,DATAREST-227,is related to
790,DATASOLR-170,DATACMNS-516,depends on
791,DATASOLR-182,DATACMNS-469,is related to
792,DATASOLR-184,DATACMNS-526,depends on
793,DATASOLR-186,DATACMNS-397,is related to
794,DATASOLR-187,DATACMNS-557,depends on
795,DATASOLR-202,DATASOLR-237,is duplicated by
796,DATASOLR-202,DATASOLR-237,relates to
797,DATASOLR-216,DATACMNS-596,is related to
798,DATASOLR-218,DATACMNS-609,is related to
799,DATASOLR-250,DATACMNS-738,is related to
800,DATASOLR-72,DATASOLR-82,depends on
801,DATASOLR-88,DATASOLR-87,depends on
802,INTEXT-124,XD-2358,is depended on by
803,SGF-318,SGF-314,is duplicated by
804,XD-1013,XD-1014,is depended on by
805,XD-1014,XD-1013,depends on
806,XD-1034,XD-1548,depends on
807,XD-1034,XD-1586,relates to
808,XD-1034,XD-1270,is related to
809,XD-1037,XD-1277,is related to
810,XD-1043,XD-1474,is superseded by
811,XD-106,XD-154,is duplicated by
812,XD-1060,XD-1182,relates to
813,XD-1067,AMQP-347,is related to
814,XD-1067,INT-3232,is related to
815,XD-1068,XD-944,is related to
816,XD-107,XD-124,is related to
817,XD-1076,XD-1140,relates to
818,XD-1077,XD-309,duplicates
819,XD-1077,XD-2090,is related to
820,XD-1089,BATCH-2150,depends on
821,XD-1090,XD-1320,depends on
822,XD-1097,XD-981,relates to
823,XD-1097,XD-2420,is related to
824,XD-1097,XD-2469,is related to
825,XD-1097,XD-1819,is related to
826,XD-1103,XD-1191,relates to
827,XD-1104,XD-1162,relates to
828,XD-1104,XD-1169,relates to
829,XD-1120,XD-1921,relates to
830,XD-1120,XD-1753,relates to
831,XD-1120,XD-1922,is related to
832,XD-1133,XD-990,is depended on by
833,XD-1133,XD-991,is depended on by
834,XD-1133,XD-1136,relates to
835,XD-1136,XD-1133,is related to
836,XD-1140,XD-1076,is related to
837,XD-1148,XD-707,relates to
838,XD-1148,XD-1147,relates to
839,XD-1149,XD-1684,relates to
840,XD-1156,XD-878,duplicates
841,XD-1157,XD-849,depends on
842,XD-1161,SHDP-243,is related to
843,XD-1172,XD-1115,supersedes
844,XD-1173,XD-1168,duplicates
845,XD-1178,XD-1182,is depended on by
846,XD-1178,SHDP-245,is related to
847,XD-1182,XD-1178,depends on
848,XD-1182,SHDP-245,is related to
849,XD-1182,XD-1060,is related to
850,XD-1184,XD-1180,relates to
851,XD-1191,XD-1103,is related to
852,XD-1223,XD-884,is duplicated by
853,XD-1226,XD-883,is duplicated by
854,XD-1227,XD-1250,relates to
855,XD-1227,XD-1247,relates to
856,XD-1227,XD-1249,relates to
857,XD-1227,XD-1254,relates to
858,XD-1228,XD-198,is depended on by
859,XD-1228,XD-724,is duplicated by
860,XD-1228,XD-726,is duplicated by
861,XD-1228,XD-697,relates to
862,XD-1228,XD-307,relates to
863,XD-1228,XD-302,is related to
864,XD-1228,XD-303,is related to
865,XD-1228,XD-304,is related to
866,XD-1228,XD-305,is related to
867,XD-1228,XD-306,is related to
868,XD-1228,XD-308,is related to
869,XD-1228,XD-804,is related to
870,XD-1229,XD-1230,is depended on by
871,XD-1229,XD-879,relates to
872,XD-1230,XD-1229,depends on
873,XD-1237,XD-1243,depends on
874,XD-1238,XD-1243,depends on
875,XD-1239,XD-1245,depends on
876,XD-1239,XD-1240,is depended on by
877,XD-1239,XD-1241,is depended on by
878,XD-124,XD-107,relates to
879,XD-1240,XD-1239,depends on
880,XD-1241,XD-1239,depends on
881,XD-1243,XD-1237,is depended on by
882,XD-1243,XD-1238,is depended on by
883,XD-1245,XD-1239,is depended on by
884,XD-1245,XD-1255,relates to
885,XD-1246,XD-932,is duplicated by
886,XD-1247,XD-1227,is related to
887,XD-1249,XD-1227,is related to
888,XD-1250,XD-1227,is related to
889,XD-1251,XD-451,is related to
890,XD-1254,XD-1227,is related to
891,XD-1262,XD-1343,relates to
892,XD-1262,XD-1368,relates to
893,XD-1270,XD-1360,is depended on by
894,XD-1270,XD-1846,is depended on by
895,XD-1270,XD-1847,is depended on by
896,XD-1270,XD-1591,relates to
897,XD-1270,XD-1034,relates to
898,XD-1270,XD-1586,supersedes
899,XD-1271,SPR-11366,is related to
900,XD-1271,XD-1432,is related to
901,XD-1276,XD-885,relates to
902,XD-1276,XD-874,is related to
903,XD-1277,XD-1037,relates to
904,XD-1289,XD-1283,is related to
905,XD-1306,XD-1903,relates to
906,XD-1311,XD-1767,is related to
907,XD-132,XD-785,is duplicated by
908,XD-132,XD-785,is related to
909,XD-1320,XD-1331,depends on
910,XD-1320,XD-1090,is depended on by
911,XD-1320,XD-1384,relates to
912,XD-1320,XD-1312,relates to
913,XD-1324,XD-1330,relates to
914,XD-1330,XD-1324,is related to
915,XD-1331,BATCH-2179,depends on
916,XD-1331,XD-1320,is depended on by
917,XD-1335,XD-599,is related to
918,XD-1338,XD-1629,is depended on by
919,XD-1338,XD-1342,is related to
920,XD-1340,XD-1460,relates to
921,XD-1340,XD-1463,relates to
922,XD-1341,XD-1519,is superseded by
923,XD-1342,XD-1338,relates to
924,XD-1342,XD-1343,relates to
925,XD-1342,XD-1348,is superseded by
926,XD-1343,XD-1348,relates to
927,XD-1343,XD-1368,relates to
928,XD-1343,XD-1262,is related to
929,XD-1343,XD-1342,is related to
930,XD-1343,XD-432,is related to
931,XD-1343,XD-912,is related to
932,XD-1347,XD-1772,relates to
933,XD-1347,XD-1582,is superseded by
934,XD-1348,XD-1343,is related to
935,XD-1348,XD-1342,supersedes
936,XD-1350,XD-1336,is duplicated by
937,XD-1350,XD-436,is related to
938,XD-1353,DATAREDIS-252,depends on
939,XD-1353,XD-56,is related to
940,XD-1360,XD-1270,depends on
941,XD-1360,XD-1840,is related to
942,XD-1362,XD-885,relates to
943,XD-1363,XD-885,relates to
944,XD-1364,XD-1374,is duplicated by
945,XD-1368,XD-1262,is related to
946,XD-1368,XD-1343,is related to
947,XD-1374,XD-1364,duplicates
948,XD-1387,XD-1411,depends on
949,XD-1390,XD-1892,depends on
950,XD-1402,XD-1407,is duplicated by
951,XD-1407,XD-1402,duplicates
952,XD-141,XD-75,is depended on by
953,XD-1411,XD-1387,is depended on by
954,XD-1411,XD-1414,is duplicated by
955,XD-1414,XD-1411,duplicates
956,XD-1430,XD-1602,relates to
957,XD-1432,XD-1271,relates to
958,XD-144,XD-296,relates to
959,XD-1446,XD-1458,is related to
960,XD-145,XD-162,is related to
961,XD-1458,XD-1446,relates to
962,XD-1460,XD-1340,is related to
963,XD-1461,XD-1744,is depended on by
964,XD-1461,XD-2329,supersedes
965,XD-1463,XD-1340,is related to
966,XD-1466,XD-1497,depends on
967,XD-1474,XD-1043,supersedes
968,XD-1476,XD-1511,duplicates
969,XD-1491,XD-1492,is depended on by
970,XD-1492,XD-1491,depends on
971,XD-1494,XD-1558,is superseded by
972,XD-1495,XD-1582,is superseded by
973,XD-1496,XD-1497,is superseded by
974,XD-1497,XD-1466,is depended on by
975,XD-1497,XD-1496,supersedes
976,XD-1499,XD-1531,relates to
977,XD-1507,XD-1644,is related to
978,XD-1508,XD-1516,relates to
979,XD-1509,XD-2008,relates to
980,XD-1511,XD-1476,is duplicated by
981,XD-1515,XD-1521,is superseded by
982,XD-1517,XD-1840,is related to
983,XD-1519,XD-1341,supersedes
984,XD-1521,XD-1515,supersedes
985,XD-1531,XD-1499,is related to
986,XD-1533,XD-1532,depends on
987,XD-1533,XD-1535,relates to
988,XD-154,XD-106,duplicates
989,XD-1548,XD-1034,is depended on by
990,XD-1558,SHL-133,depends on
991,XD-1558,XD-1494,supersedes
992,XD-1564,XD-1613,is related to
993,XD-1564,XD-1715,is superseded by
994,XD-1565,XD-1566,is related to
995,XD-1566,XD-1565,relates to
996,XD-1568,XD-1573,is related to
997,XD-157,XD-158,relates to
998,XD-1573,XD-1568,relates to
999,XD-158,XD-157,is related to
1000,XD-1582,XD-1495,supersedes
1001,XD-1582,XD-1347,supersedes
1002,XD-1586,XD-1752,is duplicated by
1003,XD-1586,XD-1034,is related to
1004,XD-1586,XD-1270,is superseded by
1005,XD-1588,XD-1716,is superseded by
1006,XD-159,XD-53,is related to
1007,XD-1591,XD-1270,is related to
1008,XD-1596,INT-3379,depends on
1009,XD-1597,AMQP-390,depends on
1010,XD-1597,INT-3378,relates to
1011,XD-1602,XD-1430,is related to
1012,XD-1613,XD-1564,relates to
1013,XD-1619,XD-1622,depends on
1014,XD-162,XD-145,relates to
1015,XD-162,XD-213,relates to
1016,XD-162,XD-431,relates to
1017,XD-162,XD-432,relates to
1018,XD-162,XD-466,is related to
1019,XD-162,XD-478,is related to
1020,XD-162,XD-479,is related to
1021,XD-1622,XD-1619,is depended on by
1022,XD-1622,XD-1624,is related to
1023,XD-1623,SHDP-333,depends on
1024,XD-1623,XD-1669,relates to
1025,XD-1623,SHDP-164,is related to
1026,XD-1627,XD-1826,relates to
1027,XD-1629,XD-1338,depends on
1028,XD-163,XD-798,depends on
1029,XD-1644,XD-1507,relates to
1030,XD-1644,XD-1717,relates to
1031,XD-1650,SHDP-334,depends on
1032,XD-1650,XD-1756,depends on
1033,XD-1652,XD-1269,relates to
1034,XD-1654,XD-1655,relates to
1035,XD-1654,XD-1217,relates to
1036,XD-1654,XD-1743,is related to
1037,XD-1684,XD-1149,is related to
1038,XD-1701,XD-1702,is depended on by
1039,XD-1702,XD-1701,depends on
1040,XD-1702,XD-1965,relates to
1041,XD-1715,XD-1564,supersedes
1042,XD-1716,XD-1588,supersedes
1043,XD-1727,XD-1728,is related to
1044,XD-1728,XD-1727,relates to
1045,XD-1742,XD-1746,relates to
1046,XD-1744,XD-1461,depends on
1047,XD-1745,XD-2875,relates to
1048,XD-1745,SHDP-363,is related to
1049,XD-1748,XD-1756,is depended on by
1050,XD-1751,XD-1885,depends on
1051,XD-1753,XD-1120,is related to
1052,XD-1756,XD-1748,depends on
1053,XD-1756,XD-1650,is depended on by
1054,XD-1767,XD-1311,relates to
1055,XD-1768,XD-1905,relates to
1056,XD-1772,XD-1347,is related to
1057,XD-1777,XD-1794,is depended on by
1058,XD-1777,XD-1794,relates to
1059,XD-179,XD-192,is depended on by
1060,XD-179,XD-190,is duplicated by
1061,XD-1794,XD-1777,depends on
1062,XD-1794,XD-1777,is related to
1063,XD-1805,XD-713,is related to
1064,XD-1819,XD-1097,relates to
1065,XD-1819,XD-918,relates to
1066,XD-1823,XD-1873,depends on
1067,XD-1831,XD-3112,relates to
1068,XD-1840,XD-1360,relates to
1069,XD-1840,XD-1517,relates to
1070,XD-1840,XD-925,is related to
1071,XD-1846,XD-1270,depends on
1072,XD-1847,XD-1270,depends on
1073,XD-1847,XD-1848,is depended on by
1074,XD-1848,XD-1847,depends on
1075,XD-1848,XD-1889,is depended on by
1076,XD-1864,XD-1873,depends on
1077,XD-1864,XD-2223,is depended on by
1078,XD-1864,XD-2224,relates to
1079,XD-1864,XD-2225,relates to
1080,XD-1870,XD-1860,duplicates
1081,XD-1873,XD-1864,is depended on by
1082,XD-1873,XD-1823,is depended on by
1083,XD-1884,XD-1121,is related to
1084,XD-1885,XD-1751,is depended on by
1085,XD-1889,XD-1848,depends on
1086,XD-1889,XD-1904,is depended on by
1087,XD-1889,XD-1906,is related to
1088,XD-1892,XD-1390,is depended on by
1089,XD-1903,XD-918,duplicates
1090,XD-1903,XD-2049,is related to
1091,XD-1903,XD-1306,is related to
1092,XD-1905,XD-1768,is related to
1093,XD-1906,XD-1889,relates to
1094,XD-192,XD-179,depends on
1095,XD-1936,XD-1937,relates to
1096,XD-1937,XD-1936,is related to
1097,XD-194,XD-718,is superseded by
1098,XD-1965,XD-1702,is related to
1099,XD-1976,XD-1996,relates to
1100,XD-198,XD-1228,depends on
1101,XD-1996,XD-1976,is related to
1102,XD-2008,XD-1509,is related to
1103,XD-2015,XD-2104,is depended on by
1104,XD-202,XD-215,relates to
1105,XD-202,INT-3050,is related to
1106,XD-2023,SHDP-358,is related to
1107,XD-2023,SHDP-373,is related to
1108,XD-2023,SHDP-374,is related to
1109,XD-2023,SHDP-375,is related to
1110,XD-2023,SHDP-342,is related to
1111,XD-2031,XD-3061,is related to
1112,XD-2050,SHDP-377,relates to
1113,XD-2074,XD-2605,is duplicated by
1114,XD-2090,XD-2082,relates to
1115,XD-2090,XD-2405,relates to
1116,XD-2090,XD-1077,relates to
1117,XD-2090,XD-713,relates to
1118,XD-2090,XD-2091,relates to
1119,XD-2090,XD-2404,relates to
1120,XD-2090,XD-2406,relates to
1121,XD-2090,XD-2154,is related to
1122,XD-2090,XD-2318,is related to
1123,XD-2091,XD-2100,relates to
1124,XD-2091,XD-2090,is related to
1125,XD-2094,XD-2155,is depended on by
1126,XD-2098,XD-2293,is depended on by
1127,XD-2100,XD-2091,is related to
1128,XD-2114,XD-2286,depends on
1129,XD-2115,XD-3100,is duplicated by
1130,XD-2115,XD-2814,relates to
1131,XD-2122,XD-2378,depends on
1132,XD-2124,XD-2430,relates to
1133,XD-213,XD-162,is related to
1134,XD-2130,INTEXT-50,depends on
1135,XD-2140,XD-2806,relates to
1136,XD-215,XD-202,is related to
1137,XD-2151,SHDP-416,depends on
1138,XD-2154,XD-2198,relates to
1139,XD-2154,XD-2199,relates to
1140,XD-2154,XD-2090,relates to
1141,XD-2155,XD-2094,depends on
1142,XD-2197,XD-2199,is depended on by
1143,XD-2198,XD-2154,is related to
1144,XD-2199,XD-2197,depends on
1145,XD-2199,XD-2269,is depended on by
1146,XD-2199,XD-2154,is related to
1147,XD-2203,XD-2366,is depended on by
1148,XD-2203,XD-2369,is related to
1149,XD-2216,XD-2270,is depended on by
1150,XD-2216,XD-2271,is depended on by
1151,XD-2216,XD-2307,is depended on by
1152,XD-2223,XD-1864,depends on
1153,XD-2224,XD-2225,relates to
1154,XD-2224,XD-1864,is related to
1155,XD-2225,XD-2291,relates to
1156,XD-2225,XD-1864,is related to
1157,XD-2225,XD-2224,is related to
1158,XD-2269,XD-2199,depends on
1159,XD-2270,XD-2216,depends on
1160,XD-2271,XD-2216,depends on
1161,XD-2286,XD-2114,is depended on by
1162,XD-2298,XD-2317,is depended on by
1163,XD-2298,XD-2852,relates to
1164,XD-2306,XD-2388,is depended on by
1165,XD-2307,XD-2216,depends on
1166,XD-2318,XD-2090,relates to
1167,XD-2318,XD-2406,is superseded by
1168,XD-2320,XD-2321,relates to
1169,XD-2321,XD-2320,is related to
1170,XD-2323,XD-2324,relates to
1171,XD-2323,INT-3555,is related to
1172,XD-2328,XD-2340,is depended on by
1173,XD-2329,XD-1461,is superseded by
1174,XD-2340,XD-2328,depends on
1175,XD-2358,INTEXT-124,depends on
1176,XD-2358,INTEXT-125,depends on
1177,XD-2366,XD-2203,depends on
1178,XD-2376,XD-2475,depends on
1179,XD-2378,XD-2122,is depended on by
1180,XD-2381,XD-436,duplicates
1181,XD-2388,XD-2306,depends on
1182,XD-2401,XD-2548,depends on
1183,XD-2401,XD-2834,is related to
1184,XD-2403,XD-2791,is depended on by
1185,XD-2403,XD-2791,is superseded by
1186,XD-2404,XD-2406,is depended on by
1187,XD-2404,XD-2090,is related to
1188,XD-2406,XD-2405,depends on
1189,XD-2406,XD-2404,depends on
1190,XD-2406,XD-2090,is related to
1191,XD-2406,XD-2318,supersedes
1192,XD-2409,SPR-12502,depends on
1193,XD-2409,INT-3585,relates to
1194,XD-2418,INTEXT-121,is related to
1195,XD-2424,XD-3000,is related to
1196,XD-2430,XD-2124,is related to
1197,XD-2430,XD-2478,supersedes
1198,XD-244,XD-348,is depended on by
1199,XD-244,XD-349,is depended on by
1200,XD-244,XD-357,is related to
1201,XD-2465,XD-2555,is depended on by
1202,XD-2475,XD-2376,is depended on by
1203,XD-2475,AMQP-451,relates to
1204,XD-2483,XD-2484,depends on
1205,XD-2483,SHDP-437,is related to
1206,XD-2484,XD-2483,is depended on by
1207,XD-2486,XD-2821,is related to
1208,XD-249,XD-266,is duplicated by
1209,XD-2492,BATCH-1704,relates to
1210,XD-2497,XD-2704,depends on
1211,XD-2524,XD-2588,is related to
1212,XD-2548,XD-2401,is depended on by
1213,XD-2555,XD-2465,depends on
1214,XD-2557,XD-2570,relates to
1215,XD-2557,XD-2818,is related to
1216,XD-2559,XD-2560,relates to
1217,XD-2561,XD-2607,depends on
1218,XD-2561,XD-2661,depends on
1219,XD-2561,XD-2573,is related to
1220,XD-2564,XD-2597,is depended on by
1221,XD-2564,XD-2592,relates to
1222,XD-2570,XD-2557,is related to
1223,XD-2573,XD-2561,relates to
1224,XD-2573,XD-2596,is related to
1225,XD-2575,XD-2775,depends on
1226,XD-2575,SHDP-481,depends on
1227,XD-2575,XD-272,is depended on by
1228,XD-2575,XD-1160,is depended on by
1229,XD-2578,XD-2927,relates to
1230,XD-2588,XD-2524,relates to
1231,XD-259,XD-373,duplicates
1232,XD-2594,XD-2595,is depended on by
1233,XD-2595,XD-2594,depends on
1234,XD-2596,XD-2573,relates to
1235,XD-2597,XD-2564,depends on
1236,XD-260,XD-263,depends on
1237,XD-2607,XD-2561,is depended on by
1238,XD-2607,XD-2685,is related to
1239,XD-2609,XD-2620,relates to
1240,XD-2609,XD-2632,is related to
1241,XD-262,XD-263,is depended on by
1242,XD-262,XD-264,is depended on by
1243,XD-262,XD-265,is depended on by
1244,XD-263,XD-262,depends on
1245,XD-263,XD-260,is depended on by
1246,XD-264,XD-262,depends on
1247,XD-2644,XD-2953,depends on
1248,XD-2644,XD-2857,is related to
1249,XD-2649,XD-2648,is duplicated by
1250,XD-265,XD-262,depends on
1251,XD-265,XD-859,is duplicated by
1252,XD-2656,XD-2676,depends on
1253,XD-2656,XD-2668,is related to
1254,XD-2661,XD-2561,is depended on by
1255,XD-2671,XD-2045,is depended on by
1256,XD-2675,XD-2741,is related to
1257,XD-2676,XD-2656,is depended on by
1258,XD-269,XD-366,is duplicated by
1259,XD-2704,XD-2369,is depended on by
1260,XD-2704,XD-2497,is depended on by
1261,XD-271,XD-272,is related to
1262,XD-271,XD-273,is related to
1263,XD-2718,XD-3030,is related to
1264,XD-2718,XD-434,is related to
1265,XD-2718,XD-2719,is related to
1266,XD-2719,XD-2718,relates to
1267,XD-2719,XD-3031,relates to
1268,XD-2719,XD-3030,is related to
1269,XD-2719,XD-434,is related to
1270,XD-272,XD-2575,depends on
1271,XD-272,XD-271,relates to
1272,XD-273,XD-271,relates to
1273,XD-274,XD-897,relates to
1274,XD-2741,XD-2675,relates to
1275,XD-275,XD-276,relates to
1276,XD-2752,XD-2973,is depended on by
1277,XD-2752,XD-2847,relates to
1278,XD-2758,XD-2766,depends on
1279,XD-276,XD-275,is related to
1280,XD-2766,XD-2758,is depended on by
1281,XD-2767,INT-3677,relates to
1282,XD-277,XD-974,relates to
1283,XD-2771,XD-2881,is related to
1284,XD-2774,SHDP-482,depends on
1285,XD-2774,XD-2740,relates to
1286,XD-2775,XD-2575,is depended on by
1287,XD-2775,XD-2985,is duplicated by
1288,XD-279,XD-974,relates to
1289,XD-2791,XD-2403,depends on
1290,XD-2791,XD-2403,supersedes
1291,XD-2794,XD-2833,relates to
1292,XD-2806,XD-2140,is related to
1293,XD-2814,XD-434,depends on
1294,XD-2814,XD-2115,is related to
1295,XD-2815,XD-2822,relates to
1296,XD-282,XD-994,is depended on by
1297,XD-2820,XD-2823,depends on
1298,XD-2823,XD-2820,is depended on by
1299,XD-283,XD-992,is related to
1300,XD-2830,XD-2874,is depended on by
1301,XD-2833,XD-2794,is related to
1302,XD-2834,XD-2401,relates to
1303,XD-285,XD-992,duplicates
1304,XD-2850,XD-3065,is depended on by
1305,XD-2850,XD-3063,relates to
1306,XD-2850,XD-916,is related to
1307,XD-2850,XD-3066,is related to
1308,XD-2852,XD-2298,is related to
1309,XD-2857,XD-2953,depends on
1310,XD-2857,XD-2644,relates to
