idissuelink,issuekey,linkedIssueKey,name
390,JBDS-398,JBIDE-2469,is related to
391,RF-4190,RF-5181,blocks
392,RF-4190,RF-5753,relates to
393,RF-4196,RF-4241,is duplicated by
394,RF-4196,RF-5949,relates to
395,RF-4205,RF-4103,is related to
396,RF-4218,RF-2632,relates to
397,RF-4218,RF-4255,relates to
398,RF-4226,RF-5651,relates to
399,RF-4226,RF-5965,relates to
400,RF-4233,RF-4209,is related to
401,RF-4300,RF-2227,is related to
402,JBDS-406,JBIDE-2594,is related to
403,RF-4354,RF-8224,relates to
404,RF-4354,RF-2648,relates to
405,JBDS-414,JBIDE-1805,is related to
406,JBDS-417,JBIDE-2652,is related to
407,RF-4470,RF-1884,duplicates
408,RF-4470,RF-4416,is duplicated by
409,RF-4478,RF-5649,relates to
410,RF-4502,RF-5585,is duplicated by
411,RF-4502,RF-6445,is related to
412,JBPAPP-1204,JBWS-2009,incorporates
413,JBPAPP-1204,JBWS-2245,incorporates
414,JBPAPP-1204,JBWS-2285,incorporates
415,JBPAPP-1204,JBWS-2319,incorporates
416,JBPAPP-1204,JBWS-2013,incorporates
417,RF-4532,RF-2239,is blocked by
418,RF-4532,RF-4954,blocks
419,RF-4540,RF-4520,relates to
420,RF-4540,RF-5641,relates to
421,RF-4541,RF-5648,relates to
422,JBPM-1760,JBPM-1727,duplicates
423,MODE-229,MODE-220,is related to
424,JBPAPP-1222,JBPAPP-983,blocks
425,RF-4553,RF-3813,is related to
426,RF-4553,RF-4518,is related to
427,RF-4570,RF-4001,is related to
428,JBPAPP-1260,JBPAPP-2521,is blocked by
429,JBPAPP-1260,JBPAPP-2292,is blocked by
430,JBPAPP-1260,JBPAPP-2499,is blocked by
431,JBPAPP-1260,JBCACHE-1524,is blocked by
432,JBPAPP-1260,JBPAPP-2337,is blocked by
433,JBPAPP-1260,JBPAPP-2509,is blocked by
434,JBPAPP-1260,JBPAPP-2496,is blocked by
435,JBPAPP-1260,JBPAPP-2794,is blocked by
436,JBPAPP-1260,JBCLUSTER-238,is blocked by
437,JBPAPP-1260,JBPAPP-2364,is blocked by
438,JBPAPP-1260,JBPAPP-2522,is blocked by
439,JBDS-442,JBIDE-2730,is related to
440,JBDS-442,JBIDE-2773,is related to
441,RF-4584,RF-4586,is duplicated by
442,RF-4584,RF-4587,relates to
443,JBPAPP-1276,JBPAPP-678,is blocked by
444,JBPAPP-1276,JBPAPP-491,is blocked by
445,JBPAPP-1276,JBWS-2207,incorporates
446,JBPAPP-1276,JBWS-2270,incorporates
447,JBPAPP-1276,JBWS-2323,incorporates
448,JBPAPP-1276,JBWS-1809,incorporates
449,JBPAPP-1276,JBWS-1903,incorporates
450,JBPAPP-1276,JBWS-2187,incorporates
451,JBPAPP-1276,JBWS-2304,incorporates
452,RF-4587,RF-4584,is related to
453,RF-4589,RF-5653,relates to
454,RF-4596,RF-2921,is related to
455,JBDS-448,JBIDE-2386,is related to
456,JBDS-449,JBIDE-2384,is related to
457,JBDS-450,JBIDE-1466,is related to
458,JBDS-451,JBIDE-2222,is related to
459,RF-4643,RF-6556,blocks
460,RF-4643,RF-5437,relates to
461,RF-4718,RF-4711,is blocked by
462,RF-4719,RF-4723,is blocked by
463,JBDS-463,JBDS-465,relates to
464,JBDS-466,JBIDE-2959,is related to
465,TOOLSDOC-14,JBIDE-1998,is related to
466,TOOLSDOC-14,JBIDE-3094,is related to
467,TOOLSDOC-14,JBIDE-3194,is related to
468,TOOLSDOC-14,JBIDE-3772,is related to
469,JBPAPP-1357,JBWS-1876,incorporates
470,JBDS-472,JBIDE-1178,is related to
471,RF-4805,RF-3970,is duplicated by
472,RF-4808,RF-6257,relates to
473,RF-4850,RF-2045,is related to
474,JBDS-476,JBIDE-3075,is related to
475,JBDS-476,JBIDE-3304,is related to
476,JBDS-476,JBIDE-2998,is related to
477,JBDS-476,JBIDE-3076,is related to
478,JBPAPP-1364,JBPAPP-1201,incorporates
479,RF-4881,RF-5650,relates to
480,RF-4898,RF-5042,relates to
481,RF-4906,RF-4187,is related to
482,RF-4960,RF-4664,relates to
483,RF-4960,RF-5507,relates to
484,JBPAPP-1428,JBPAPP-1180,is blocked by
485,JBPAPP-1428,JBPAPP-1268,is blocked by
486,JBPAPP-1428,JBPAPP-1359,incorporates
487,JBPAPP-1428,JBPAPP-1410,incorporates
488,RF-4963,RF-4964,relates to
489,RF-4963,RF-4965,relates to
490,RF-4963,RF-4966,relates to
491,RF-4963,RF-4967,relates to
492,RF-4964,RF-4963,is related to
493,RF-4965,RF-4963,is related to
494,RF-4966,RF-4963,is related to
495,RF-4967,RF-4963,is related to
496,RF-4979,RF-5103,relates to
497,JBDS-489,JBDS-653,is related to
498,JBPAPP-1433,JBPAPP-1259,incorporates
499,JBPAPP-1441,JBPAPP-1196,relates to
500,JBPAPP-1441,JBWS-2317,incorporates
501,JBAS-6227,JBAS-6472,is blocked by
502,JBAS-6227,JOPR-150,blocks
503,JBAS-6227,JOPR-44,blocks
504,JBAS-6227,JOPR-22,blocks
505,JBAS-6227,JBAS-6620,blocks
506,JBAS-6227,JBAS-5246,is related to
507,RF-5015,RF-4664,relates to
508,RF-5048,RF-5053,is blocked by
509,RF-5053,RF-5048,blocks
510,RF-5058,RF-5143,is duplicated by
511,RF-5087,RF-5192,relates to
512,RF-5098,RF-5410,relates to
513,RF-5121,RF-4050,duplicates
514,RF-5165,RF-5119,is blocked by
515,JBDS-501,JBIDE-3254,is related to
516,JBDS-502,JBIDE-2575,is related to
517,JBDS-502,JBIDE-1975,is related to
518,JBDS-502,JBIDE-3159,is related to
519,JBDS-504,JBIDE-2729,is related to
520,RF-5192,RF-5042,relates to
521,RF-5192,RF-5087,is related to
522,RF-5195,RF-5042,relates to
523,RF-5244,RF-4664,relates to
524,RF-5245,RF-5278,is duplicated by
525,RF-5275,RF-3069,relates to
526,RF-5277,RF-2406,is related to
527,RF-5287,RF-5266,is related to
528,RF-5294,RF-5042,relates to
529,JBDS-518,JBIDE-1634,is related to
530,RF-5367,RF-5419,duplicates
531,RF-5382,RF-5652,relates to
532,RF-5388,RF-961,is related to
533,JBAS-6330,JBAS-6620,blocks
534,RF-5572,RF-5574,relates to
535,RF-5572,RF-5544,is related to
536,RF-5574,RF-5544,is related to
537,RF-5574,RF-5572,is related to
538,JBPAPP-1550,JBWS-2244,is blocked by
539,RF-5641,RF-4540,is related to
540,JBAS-6376,JBAS-6398,blocks
541,JBPAPP-1588,JBPAPP-1511,is related to
542,JBDS-553,JBDS-387,is blocked by
543,JBDS-553,JBIDE-3409,is related to
544,RF-5768,RF-6441,relates to
545,RF-5768,RF-7031,is related to
546,RF-5768,RF-6852,is related to
547,RF-5768,RF-7154,is related to
548,JBDS-563,JBIDE-2760,is related to
549,JBDS-563,JBDS-528,incorporates
550,JBPAPP-1648,SOA-1144,blocks
551,JBDS-588,JBIDE-3077,is related to
552,JBDS-588,JBIDE-3078,is related to
553,JBDS-595,JBIDE-3073,is related to
554,JBDS-597,JBIDE-3329,is related to
555,JBDS-597,JBIDE-3294,is related to
556,JBDS-603,JBDS-387,is blocked by
557,JBDS-603,JBIDE-3145,is related to
558,RF-5945,RF-6233,relates to
559,JBDS-617,JBIDE-3361,is related to
560,JBDS-621,JBIDE-3485,is related to
561,JBAS-6472,JBAS-6525,is blocked by
562,JBAS-6472,JBAS-6227,blocks
563,JBAS-6472,JBAS-6526,blocks
564,RF-6079,RF-6716,relates to
565,RF-6079,RF-6080,is related to
566,JBPORTAL-2316,JBPORTAL-2326,is blocked by
567,RF-6233,RF-5945,is related to
568,JBAS-6524,JBMAN-56,is blocked by
569,JBAS-6524,JBAS-6620,blocks
570,JBAS-6524,JBAS-6645,relates to
571,JBAS-6524,JBAS-6470,is related to
572,RF-6420,RF-6944,incorporates
573,JBPAPP-1730,JBWS-2419,incorporates
574,RF-6443,RF-800,is related to
575,JBPAPP-1744,JBWS-2412,incorporates
576,JBDS-653,JBDS-489,relates to
577,JBPAPP-1755,JBMESSAGING-1482,is related to
578,RF-6534,RF-5007,is related to
579,RF-6536,RF-5746,is related to
580,JBPAPP-1790,JBWS-2325,incorporates
581,RF-6556,RF-4643,is blocked by
582,RF-6557,RF-6551,is related to
583,RF-6581,RF-6236,is related to
584,RF-6582,RF-4351,is related to
585,RF-6593,RF-469,is related to
586,JBDS-675,JBIDE-3764,is related to
587,JBDS-680,JBIDE-3808,is related to
588,JBDS-681,JBIDE-3957,is related to
589,JBDS-683,JBIDE-3211,is related to
590,JBDS-685,JBIDE-3965,is related to
591,JBAS-6712,JBAS-6676,blocks
592,RF-6720,RF-6668,is related to
593,SOA-1285,JBPM-2164,is blocked by
594,SOA-1285,SOA-2002,is related to
595,RF-6853,RF-6234,is related to
596,FUSEFORGE-78,FUSEFORGE-29,relates to
597,JBDS-705,JBIDE-3958,is related to
598,RF-6944,RF-6420,is incorporated by
599,RF-6945,RF-6234,is related to
600,JBPAPP-1976,JBAS-5170,is blocked by
601,JBDS-720,JBIDE-4152,is related to
602,TOOLSDOC-22,JBIDE-4076,is related to
603,MODE-427,MODE-432,is blocked by
604,MODE-427,MODE-430,is blocked by
605,RFPL-1058,RFPL-83,is incorporated by
606,RF-7275,RF-7335,blocks
607,JBDS-752,JBIDE-3150,is related to
608,JBDS-752,JBIDE-3916,is related to
609,JBDS-752,JBIDE-4396,is related to
610,RF-7309,RF-6275,is related to
611,RF-7312,RF-5107,is related to
612,RF-7313,RF-5107,is related to
613,JBDS-755,JBIDE-4172,is related to
614,JBDS-755,JBIDE-4301,is related to
615,JBDS-755,JBIDE-4298,is related to
616,JBPAPP-2071,JBPAPP-1965,is related to
617,RF-7335,RF-7275,is blocked by
618,RF-7336,RF-705,is related to
619,RF-7337,RF-6615,is related to
620,JBDS-772,JBIDE-4381,is related to
621,JBDS-761,JBIDE-4292,is related to
622,JBDS-761,JBIDE-3849,is related to
623,JBDS-769,JBIDE-4465,is related to
624,JBDS-770,RF-7638,relates to
625,JBDS-773,JBIDE-3430,is related to
626,JBDS-773,JBIDE-4232,is related to
627,JBDS-773,JBIDE-4393,is related to
628,JBDS-773,JBIDE-4514,is related to
629,JBDS-773,JBIDE-4530,is related to
630,JBDS-773,JBIDE-4487,is related to
631,JBDS-773,JBIDE-4321,is related to
632,JBDS-774,JBIDE-4409,is related to
633,JBDS-774,JBIDE-4092,is related to
634,JBDS-775,JBIDE-3819,is related to
635,JBDS-776,JBDS-781,is blocked by
636,JBDS-776,JBIDE-4123,is related to
637,JBDS-787,JBIDE-3819,is related to
638,JBDS-787,JBIDE-3519,is related to
639,JBDS-787,JBIDE-4226,is related to
640,JBDS-788,JBIDE-4543,is related to
